ANTMToBrokerCode	ANTM	Start	2025-12-18	End	2025-12-18	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	468,926	143,497,875,000	3060.14	1	CC	182,983	56,171,969,000	3069.79
CC	176,335	53,983,415,000	3061.41	2	XL	156,532	48,160,160,000	3076.70
ZP	128,252	39,323,448,000	3066.11	3	YP	149,309	45,872,779,000	3072.34
PD	121,363	37,439,479,000	3084.92	4	AK	146,401	44,663,705,000	3050.78
MG	75,170	23,280,675,000	3097.07	5	XC	87,368	26,862,661,000	3074.66
YP	64,211	19,742,371,000	3074.61	6	BK	86,838	26,625,489,000	3066.11
XL	61,363	18,795,780,000	3063.05	7	ZP	81,852	24,977,589,000	3051.56
BK	47,957	14,700,500,000	3065.35	8	PD	68,321	20,967,339,000	3068.94
LG	43,272	13,353,550,000	3085.96	9	SQ	63,558	19,535,420,000	3073.64
XC	35,178	10,754,479,000	3057.16	10	KK	46,611	14,211,929,000	3049.05
HD	23,603	7,277,984,000	3083.50	11	NI	43,295	13,336,530,000	3080.39
AZ	18,137	5,596,498,000	3085.68	12	OD	41,290	12,709,139,000	3078.02
KK	15,830	4,871,542,000	3077.41	13	DR	35,087	10,817,920,000	3083.17
NI	15,288	4,691,465,000	3068.72	14	BB	32,797	10,015,177,000	3053.69
EP	14,190	4,364,738,000	3075.93	15	YU	22,476	6,875,474,000	3059.03
AT	12,586	3,878,973,000	3081.97	16	LG	21,142	6,528,843,000	3088.09
GR	11,894	3,658,634,000	3076.03	17	EP	19,117	5,857,354,000	3063.95
SQ	11,192	3,406,545,000	3043.73	18	CP	14,972	4,589,227,000	3065.21
OD	10,726	3,274,971,000	3053.30	19	AZ	13,555	4,139,323,000	3053.72
CP	10,269	3,125,300,000	3043.43	20	HD	11,078	3,401,042,000	3070.09
TP	9,299	2,856,037,000	3071.34	21	AT	8,976	2,757,074,000	3071.61
BS	6,605	2,017,815,000	3054.98	22	DH	7,782	2,397,179,000	3080.42
LS	6,248	1,930,979,000	3090.56	23	GR	7,094	2,177,288,000	3069.20
YB	5,722	1,770,527,000	3094.25	24	BQ	6,858	2,103,851,000	3067.73
AO	5,387	1,659,621,000	3080.79	25	XA	6,457	1,971,557,000	3053.36
BR	4,068	1,259,128,000	3095.20	26	MG	6,318	1,945,831,000	3079.82
YJ	3,805	1,181,707,000	3105.67	27	TP	6,337	1,944,894,000	3069.11
DR	3,683	1,129,305,000	3066.26	28	LS	5,436	1,678,367,000	3087.50
DH	2,811	858,883,000	3055.44	29	RO	5,157	1,599,165,000	3100.96
YU	2,717	835,087,000	3073.56	30	PF	5,000	1,540,000,000	3080.00
BQ	2,518	768,699,000	3052.82	31	YB	4,713	1,454,755,000	3086.69
KI	2,031	621,297,000	3059.07	32	ZR	4,200	1,299,700,000	3094.52
CD	1,941	589,101,000	3035.04	33	YJ	4,059	1,252,423,000	3085.55
AG	1,772	542,279,000	3060.27	34	DX	3,448	1,064,341,000	3086.84
IU	1,119	348,009,000	3110.00	35	KI	3,216	991,866,000	3084.16
IF	1,056	323,859,000	3066.85	36	IF	2,572	790,650,000	3074.07
SS	700	212,800,000	3040.00	37	AO	2,508	769,060,000	3066.43
HP	688	212,037,000	3081.93	38	CD	2,284	704,971,000	3086.56
XA	686	210,595,000	3069.90	39	AI	1,919	593,527,000	3092.90
DX	595	180,485,000	3033.36	40	RS	1,500	464,000,000	3093.33
AI	563	175,045,000	3109.15	41	PC	1,266	390,669,000	3085.85
MI	500	151,500,000	3030.00	42	SF	1,140	349,504,000	3065.82
PO	176	54,143,000	3076.31	43	IT	1,030	318,800,000	3095.15
DP	136	41,311,000	3037.57	44	BS	1,000	310,000,000	3100.00
IH	90	27,990,000	3110.00	45	HP	885	271,531,000	3068.15
PC	10	3,030,000	3030.00	46	ES	821	252,905,000	3080.45
SF	5	1,550,000	3100.00	47	AG	799	245,019,000	3066.57
QA	5	1,520,000	3040.00	48	SH	600	186,100,000	3101.67
RG	2	606,000	3030.00	49	FZ	500	155,000,000	3100.00
 	 	 	 	50	RF	400	123,600,000	3090.00
 	 	 	 	51	PP	383	119,113,000	3110.00
 	 	 	 	52	MU	331	102,145,000	3085.95
 	 	 	 	53	PO	241	73,433,000	3047.01
 	 	 	 	54	IU	201	61,511,000	3060.25
 	 	 	 	55	BR	200	60,800,000	3040.00
 	 	 	 	56	QA	170	51,960,000	3056.47
 	 	 	 	57	SS	140	43,140,000	3081.43
 	 	 	 	58	DU	100	30,900,000	3090.00
 	 	 	 	59	JB	20	6,060,000	3030.00
 	 	 	 	60	RG	15	4,645,000	3096.67
 	 	 	 	61	AN	10	3,070,000	3070.00
 	 	 	 	62	RB	7	2,147,000	3067.14
 	 	 	 	63	GI	4	1,240,000	3100.00
 	 	 	 	64	FS	1	307,000	3070.00
