INETToBrokerCode	INET	Start	2026-01-29	End	2026-01-29	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	2,601,634	93,101,922,200	357.86	1	XL	3,233,596	111,727,615,800	345.52
AK	1,497,247	53,683,365,600	358.55	2	MG	1,631,847	56,585,626,200	346.76
CC	1,483,163	51,910,200,200	350.00	3	YP	1,265,968	43,751,031,400	345.59
MG	1,552,312	51,701,481,400	333.06	4	AK	1,132,328	41,456,657,600	366.12
YP	1,020,625	35,723,078,000	350.01	5	CC	1,134,334	41,075,258,600	362.11
BK	627,077	21,904,977,200	349.32	6	CP	571,920	19,542,758,000	341.70
CP	640,266	21,451,736,000	335.04	7	BK	422,313	15,917,532,600	376.91
XC	466,069	16,467,273,200	353.32	8	AZ	420,254	13,903,466,000	330.83
PD	378,143	13,387,657,000	354.04	9	PD	391,179	13,716,447,800	350.64
KK	296,305	10,574,260,200	356.87	10	XC	358,410	12,412,554,200	346.32
YB	280,007	9,745,011,600	348.03	11	YJ	314,343	11,009,215,000	350.23
ZP	218,279	7,774,131,200	356.16	12	YB	287,006	9,865,487,800	343.74
NI	215,962	7,539,341,600	349.11	13	KK	240,867	8,510,343,200	353.32
YJ	197,077	6,840,552,600	347.10	14	NI	202,623	7,096,050,200	350.21
GR	191,414	6,675,536,400	348.75	15	BQ	154,130	5,475,143,200	355.23
AZ	140,364	4,897,904,200	348.94	16	LG	138,888	4,811,888,600	346.46
EP	133,988	4,687,779,400	349.87	17	EP	133,466	4,691,370,800	351.50
OD	127,537	4,425,386,000	346.99	18	YU	114,103	3,879,130,200	339.97
SQ	111,968	4,046,070,600	361.36	19	AT	92,350	3,222,396,000	348.93
YU	116,490	3,862,546,600	331.58	20	ZP	91,040	3,119,207,200	342.62
BQ	106,829	3,684,009,000	344.85	21	SQ	83,297	2,963,796,800	355.81
LG	83,559	3,055,203,400	365.63	22	XA	72,457	2,554,685,400	352.58
AT	69,110	2,429,064,000	351.48	23	FZ	72,581	2,484,701,200	342.33
FZ	70,277	2,378,839,800	338.49	24	DR	62,151	2,207,795,800	355.23
XA	67,393	2,378,427,400	352.92	25	GR	62,260	2,189,777,000	351.71
KI	37,066	1,349,283,600	364.02	26	OD	55,487	1,930,525,600	347.92
BR	37,800	1,341,169,000	354.81	27	BR	40,300	1,455,511,000	361.17
AO	36,169	1,317,702,000	364.32	28	DH	36,796	1,297,532,000	352.63
DR	37,646	1,302,693,600	346.04	29	KI	34,307	1,216,741,200	354.66
DH	34,024	1,178,973,800	346.51	30	AN	32,500	1,065,370,800	327.81
AI	29,683	1,072,590,400	361.35	31	IH	30,650	1,063,755,600	347.07
IH	29,400	1,017,428,200	346.06	32	RS	27,201	1,002,552,600	368.57
IF	27,250	937,142,600	343.91	33	IF	28,696	972,891,400	339.03
AG	22,770	808,029,000	354.87	34	ES	17,230	619,452,200	359.52
IN	21,719	755,351,400	347.78	35	AG	17,910	612,968,400	342.25
ES	15,250	567,796,000	372.33	36	AO	15,325	535,237,800	349.26
TP	15,370	527,924,400	343.48	37	FS	13,742	498,090,000	362.46
LS	14,635	502,301,000	343.22	38	IN	13,979	493,793,400	353.24
FS	12,768	460,438,400	360.62	39	TP	12,659	430,521,000	340.09
PC	12,170	442,175,800	363.33	40	HP	11,731	400,806,400	341.66
HP	11,943	439,638,600	368.11	41	PC	10,717	393,289,800	366.98
PO	8,545	313,536,000	366.92	42	LS	8,050	266,430,000	330.97
IU	7,000	231,400,000	330.57	43	AI	6,607	234,759,800	355.32
AF	5,600	212,400,000	379.29	44	ZR	5,166	190,108,800	368.00
RF	4,400	149,940,000	340.77	45	IU	5,000	171,000,000	342.00
DX	3,797	137,826,800	362.99	46	RF	4,400	161,040,000	366.00
QA	3,901	131,936,200	338.21	47	SH	4,120	155,626,000	377.73
CD	3,710	127,445,000	343.52	48	MU	4,236	138,093,600	326.00
HD	2,945	104,195,000	353.80	49	DX	3,492	128,253,200	367.28
SA	2,000	70,400,000	352.00	50	SA	3,580	118,388,000	330.69
PG	2,000	67,600,000	338.00	51	PO	2,045	71,705,000	350.64
ID	1,200	42,400,000	353.33	52	QA	2,170	71,698,400	330.41
SH	662	24,070,400	363.60	53	HD	1,300	45,400,000	349.23
RO	581	21,597,000	371.72	54	RO	1,300	43,280,000	332.92
MI	500	16,600,000	332.00	55	ID	485	17,882,000	368.70
AN	500	16,300,000	326.00	56	CD	473	15,813,600	334.33
DU	234	8,569,200	366.21	57	JB	300	11,760,000	392.00
SF	133	4,584,800	344.72	58	RB	310	10,620,000	342.58
SS	75	2,835,000	378.00	59	SF	285	9,459,000	331.89
RB	30	1,070,000	356.67	60	DU	185	6,788,800	366.96
GI	24	834,200	347.58	61	PG	100	3,260,000	326.00
BS	10	362,000	362.00	62	MI	60	1,956,000	326.00
JB	1	36,400	364.00	63	GI	2	65,200	326.00
MU	1	32,600	326.00	64	 	 	 	 
