INETToBrokerCode	INET	Start	2026-01-09	End	2026-01-09	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	1,365,733	76,920,259,500	563.22	1	XL	940,741	52,844,474,000	561.73
CC	709,662	39,959,901,500	563.08	2	CC	548,779	31,072,449,000	566.21
YP	309,663	17,389,402,500	561.56	3	MG	396,059	22,509,354,500	568.33
XC	224,396	12,622,595,000	562.51	4	YP	332,148	18,646,226,000	561.38
PD	167,673	9,429,514,500	562.38	5	IN	159,420	8,891,940,000	557.77
NI	158,126	8,915,583,000	563.83	6	KK	152,750	8,494,343,500	556.09
ZP	137,566	7,712,715,500	560.66	7	NI	149,755	8,437,187,000	563.40
IN	103,000	5,806,750,000	563.76	8	XC	142,417	8,035,009,500	564.19
KK	97,728	5,491,749,500	561.94	9	AZ	140,609	7,946,080,000	565.12
AK	85,090	4,848,718,500	569.83	10	CP	140,355	7,860,142,000	560.02
SQ	81,314	4,557,307,500	560.46	11	PD	139,100	7,807,286,500	561.27
CP	79,119	4,467,304,500	564.63	12	YB	93,561	5,267,330,000	562.98
GR	72,495	4,095,858,000	564.98	13	AK	89,656	5,058,634,500	564.23
DR	56,045	3,112,943,500	555.44	14	XA	79,526	4,457,893,000	560.56
BK	54,762	3,062,431,500	559.23	15	GR	78,840	4,445,962,500	563.92
PC	50,749	2,826,865,000	557.03	16	ZP	67,036	3,754,856,500	560.13
YU	50,136	2,810,054,000	560.49	17	LG	65,434	3,688,588,000	563.71
YB	48,752	2,767,322,000	567.63	18	SQ	65,665	3,683,730,500	560.99
AZ	47,796	2,714,947,500	568.03	19	AO	63,855	3,569,000,500	558.92
OD	46,360	2,606,186,000	562.16	20	DR	59,542	3,318,351,500	557.31
MG	41,918	2,352,122,000	561.12	21	OD	54,628	3,054,798,000	559.20
YJ	38,845	2,208,255,000	568.48	22	YJ	44,983	2,547,152,000	566.25
LG	30,630	1,724,717,500	563.08	23	AT	39,016	2,210,487,000	566.56
IU	23,000	1,274,125,000	553.97	24	BK	22,895	1,284,320,000	560.96
IF	21,374	1,198,835,500	560.88	25	SA	21,200	1,206,500,000	569.10
EP	18,911	1,068,145,000	564.83	26	IU	21,500	1,200,087,500	558.18
KI	17,498	981,763,000	561.07	27	BQ	20,085	1,131,797,500	563.50
BQ	16,852	941,468,000	558.67	28	RS	18,018	999,999,000	555.00
DH	16,566	928,064,000	560.22	29	HP	13,615	762,313,000	559.91
XA	15,626	874,153,500	559.42	30	TP	13,014	722,583,500	555.24
AT	14,378	808,734,000	562.48	31	EP	12,482	697,545,500	558.84
TP	13,043	727,822,500	558.02	32	AG	11,840	667,711,500	563.95
FS	8,616	484,326,500	562.12	33	YU	11,743	665,484,000	566.71
AO	7,938	447,409,000	563.63	34	DH	11,440	646,183,500	564.85
HP	5,770	325,608,500	564.31	35	KI	11,125	628,012,000	564.51
IT	5,500	311,250,000	565.91	36	AI	9,785	548,582,500	560.64
AI	5,469	303,285,000	554.55	37	FS	9,385	529,540,000	564.24
II	4,445	251,142,500	565.00	38	IF	8,255	463,847,000	561.90
RF	4,310	240,650,000	558.35	39	RF	4,300	242,100,000	563.02
PG	4,000	224,500,000	561.25	40	FZ	4,164	233,766,000	561.40
RG	2,976	166,744,000	560.30	41	CD	3,954	227,249,000	574.73
CD	2,549	142,337,000	558.40	42	OK	3,000	169,500,000	565.00
FZ	2,077	118,822,000	572.08	43	ZR	2,525	138,937,500	550.25
BR	2,010	113,210,000	563.23	44	HD	2,000	118,000,000	590.00
LS	1,880	106,995,000	569.12	45	LS	1,000	56,500,000	565.00
RO	1,860	104,705,000	562.93	46	DU	1,000	56,011,000	560.11
DU	1,856	104,024,500	560.48	47	RG	800	44,850,000	560.63
DX	1,677	94,889,000	565.83	48	BR	800	44,400,000	555.00
AG	1,261	70,436,500	558.58	49	MU	410	22,960,000	560.00
ES	1,081	64,072,000	592.71	50	SH	400	22,750,000	568.75
MI	1,000	55,500,000	555.00	51	QA	240	13,657,500	569.06
SF	877	49,299,500	562.14	52	DX	205	11,482,500	560.12
AR	667	36,685,000	550.00	53	PC	155	8,757,500	565.00
QA	616	34,502,500	560.11	54	IH	150	8,550,000	570.00
ZR	575	32,425,000	563.91	55	SF	60	3,348,500	558.08
TS	500	27,500,000	550.00	56	JB	38	2,147,000	565.00
SH	400	22,487,500	562.19	57	ES	25	1,425,000	570.00
MU	377	21,092,500	559.48	58	 	 	 	 
ID	180	9,930,000	551.67	59	 	 	 	 
TF	137	7,679,000	560.51	60	 	 	 	 
IH	50	2,775,000	555.00	61	 	 	 	 
AD	20	1,110,000	555.00	62	 	 	 	 
GI	2	111,000	555.00	63	 	 	 	 
PO	1	56,500	565.00	64	 	 	 	 
