INETToBrokerCode	INET	Start	2026-01-08	End	2026-01-08	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	1,727,657	107,065,909,500	619.72	1	XL	1,274,050	79,438,900,500	623.51
CC	599,796	36,848,869,000	614.36	2	IN	684,496	40,444,906,000	590.87
YP	421,976	26,025,096,500	616.74	3	CP	624,202	38,413,590,500	615.40
MG	318,010	19,421,642,500	610.72	4	CC	527,051	32,793,310,000	622.20
XC	258,867	15,984,601,000	617.48	5	MG	385,979	23,914,494,000	619.58
CP	196,348	12,078,456,500	615.16	6	YP	386,228	23,867,255,500	617.96
NI	197,025	12,064,511,000	612.33	7	AK	137,542	8,800,775,000	639.86
PD	178,729	11,144,663,000	623.55	8	XC	131,564	8,191,337,000	622.61
KK	183,038	11,103,112,000	606.60	9	NI	130,496	8,086,014,000	619.64
GR	134,200	8,445,651,500	629.33	10	PD	124,803	7,754,987,500	621.38
AZ	106,021	6,494,000,000	612.52	11	KK	113,171	6,825,270,000	603.09
SQ	101,468	6,131,289,000	604.26	12	SQ	75,258	4,660,126,500	619.22
LG	98,230	6,042,752,500	615.16	13	SF	77,633	4,606,519,500	593.37
XA	93,078	5,776,316,000	620.59	14	GR	71,788	4,311,888,500	600.64
OD	88,719	5,401,180,500	608.80	15	YB	54,985	3,383,366,500	615.33
YJ	87,570	5,224,350,500	596.59	16	ZP	46,073	2,907,541,000	631.07
DR	66,315	4,159,438,500	627.22	17	OD	40,708	2,559,136,500	628.66
ZP	58,196	3,572,762,000	613.92	18	RF	41,000	2,522,000,000	615.12
BK	56,214	3,446,714,500	613.14	19	EP	39,435	2,444,860,000	619.97
BQ	47,428	2,964,284,500	625.01	20	BQ	37,536	2,399,626,000	639.29
YB	44,760	2,762,676,000	617.22	21	AZ	37,898	2,339,812,500	617.40
AK	43,758	2,622,555,000	599.33	22	BR	37,509	2,231,790,000	595.00
AT	37,017	2,293,679,500	619.63	23	AT	33,017	2,091,387,500	633.43
YU	37,112	2,242,199,500	604.17	24	AO	32,457	2,005,381,500	617.86
EP	28,389	1,732,559,500	610.29	25	IF	32,284	2,001,900,000	620.09
AI	25,135	1,550,687,000	616.94	26	YJ	28,985	1,753,255,500	604.88
HP	18,679	1,140,340,000	610.49	27	BK	27,019	1,640,872,000	607.30
ES	15,029	961,705,500	639.90	28	AN	26,056	1,567,567,500	601.61
DH	14,752	909,356,500	616.43	29	LG	24,823	1,553,822,500	625.96
RF	13,000	766,600,000	589.69	30	ES	19,945	1,258,090,000	630.78
KI	12,151	761,566,500	626.75	31	DR	17,491	1,072,757,000	613.32
TP	11,540	706,929,000	612.59	32	TP	16,013	963,620,500	601.77
PC	10,859	667,914,000	615.08	33	XA	12,028	738,949,000	614.36
AN	10,075	609,592,500	605.05	34	FZ	8,382	517,608,500	617.52
FZ	9,513	579,514,000	609.18	35	HP	7,713	505,956,000	655.98
IU	7,250	463,750,000	639.66	36	KI	6,471	410,905,000	634.99
IF	7,731	461,792,500	597.33	37	IU	6,250	389,250,000	622.80
SA	7,000	450,500,000	643.57	38	DH	6,156	387,817,000	629.98
AG	6,410	392,140,000	611.76	39	YU	3,813	242,656,500	636.39
DX	4,539	272,833,000	601.09	40	HD	3,530	213,480,000	604.76
RO	3,846	231,937,000	603.06	41	PC	3,010	188,660,000	626.78
CD	3,646	224,310,500	615.22	42	FS	2,659	165,146,500	621.08
AO	3,346	200,705,500	599.84	43	AG	2,585	162,348,500	628.04
FS	2,808	171,047,000	609.14	44	SA	1,500	93,000,000	620.00
IN	2,475	147,455,000	595.78	45	DX	1,444	89,815,500	621.99
SH	1,865	113,532,500	608.75	46	MU	902	58,680,000	650.55
MU	1,050	63,811,500	607.73	47	SH	865	54,497,500	630.03
BR	925	54,837,500	592.84	48	MI	800	48,000,000	600.00
RG	886	54,524,000	615.40	49	RO	550	33,025,000	600.45
MI	810	50,195,000	619.69	50	RG	450	28,075,000	623.89
IT	500	30,000,000	600.00	51	LS	438	26,943,000	615.14
TS	500	30,000,000	600.00	52	RB	274	16,984,000	619.85
ZR	505	29,600,000	586.14	53	IT	250	16,750,000	670.00
LS	396	24,308,000	613.84	54	AI	175	11,575,000	661.43
ID	240	13,860,000	577.50	55	RS	100	5,950,000	595.00
AF	200	12,600,000	630.00	56	CD	92	5,882,500	639.40
SF	182	10,949,500	601.62	57	PO	50	3,125,000	625.00
QA	123	7,318,500	595.00	58	QA	24	1,449,500	603.96
HD	82	4,950,000	603.66	59	JB	1	60,000	600.00
AD	30	1,845,000	615.00	60	 	 	 	 
TF	6	346,000	576.67	61	 	 	 	 
GI	2	127,000	635.00	62	 	 	 	 
