ANTMToBrokerCode	ANTM	Start	2026-01-22	End	2026-01-22	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
KZ	239,755	100,344,498,000	4185.29	1	AK	372,191	155,255,518,000	4171.39
NI	220,285	92,061,395,000	4179.19	2	CC	271,813	113,679,032,000	4182.25
ZP	215,905	90,319,505,000	4183.30	3	ZP	237,084	99,330,192,000	4189.66
AK	176,477	74,088,024,000	4198.17	4	BK	211,842	88,471,051,240	4176.26
XL	130,426	54,441,629,000	4174.14	5	YP	162,887	68,385,398,000	4198.33
CC	127,518	53,324,457,000	4181.72	6	XL	131,137	54,969,063,000	4191.73
AZ	116,099	48,832,251,000	4206.09	7	XC	57,843	24,286,253,000	4198.65
YP	75,506	31,498,450,000	4171.65	8	YU	55,355	23,159,574,320	4183.81
BK	71,223	29,952,270,240	4205.37	9	PD	53,381	22,369,682,100	4190.57
PD	67,535	28,413,269,100	4207.19	10	NI	38,537	16,157,091,000	4192.62
YU	67,582	28,315,995,320	4189.86	11	CP	24,037	10,147,369,000	4221.56
OD	64,596	27,043,743,000	4186.60	12	AZ	24,015	10,102,806,000	4206.87
XC	49,781	20,786,780,000	4175.65	13	LG	19,339	8,059,777,000	4167.63
SQ	33,756	14,139,708,000	4188.80	14	OD	17,043	7,152,744,000	4196.88
HD	20,370	8,523,858,000	4184.52	15	HD	16,683	6,982,008,000	4185.10
YJ	18,476	7,700,303,000	4167.73	16	DR	14,281	5,981,957,000	4188.75
MG	17,778	7,421,926,000	4174.78	17	SQ	13,744	5,769,681,000	4197.96
KK	15,371	6,405,036,000	4166.96	18	TP	12,420	5,189,075,000	4178.00
CP	15,239	6,334,253,000	4156.61	19	KK	10,734	4,518,600,000	4209.61
GR	12,225	5,050,137,000	4130.99	20	FS	10,025	4,180,675,000	4170.25
LG	11,407	4,756,677,000	4169.96	21	MG	9,820	4,107,844,000	4183.14
EP	9,527	3,979,394,000	4176.96	22	YJ	8,025	3,379,141,000	4210.77
AI	7,806	3,246,533,000	4159.02	23	GR	7,571	3,173,151,000	4191.19
AO	6,436	2,700,176,000	4195.43	24	AO	6,997	2,945,146,000	4209.16
BS	5,850	2,456,800,000	4199.66	25	HP	7,013	2,906,190,000	4144.00
DR	5,754	2,401,325,000	4173.31	26	AI	5,911	2,478,982,000	4193.85
DH	5,329	2,220,448,000	4166.73	27	BQ	5,837	2,453,244,000	4202.92
BB	4,986	2,088,833,000	4189.40	28	AT	5,780	2,435,717,000	4214.04
IF	4,477	1,881,855,000	4203.38	29	DH	5,029	2,119,256,000	4214.07
BQ	3,634	1,521,011,000	4185.50	30	KI	4,888	2,040,620,000	4174.75
AT	3,616	1,501,293,000	4151.81	31	EP	4,356	1,824,057,000	4187.46
KI	2,968	1,232,735,000	4153.42	32	CD	3,299	1,390,722,000	4215.59
XA	2,705	1,125,319,000	4160.14	33	LS	2,237	938,654,000	4196.04
YB	2,604	1,084,060,000	4163.06	34	DX	2,069	869,666,000	4203.32
FZ	2,300	960,600,000	4176.52	35	YB	2,067	866,078,000	4190.02
CD	2,155	896,091,000	4158.19	36	ZR	2,000	844,000,000	4220.00
LS	2,065	857,157,000	4150.88	37	AG	1,806	755,847,000	4185.20
ZR	2,015	851,270,000	4224.67	38	RF	1,670	712,990,000	4269.40
RF	1,650	681,450,000	4130.00	39	XA	1,606	675,672,000	4207.17
DX	1,117	469,186,000	4200.41	40	RX	1,469	625,794,000	4260.00
TP	1,124	468,892,000	4171.64	41	BB	1,473	621,210,000	4217.31
PC	719	297,746,000	4141.11	42	PC	1,343	566,698,000	4219.64
HP	704	293,463,000	4168.51	43	SA	800	330,400,000	4130.00
FS	525	217,875,000	4150.00	44	IF	601	250,895,000	4174.63
BR	500	208,000,000	4160.00	45	AF	500	211,000,000	4220.00
AG	496	207,853,000	4190.58	46	AR	500	211,000,000	4220.00
AF	500	206,500,000	4130.00	47	SH	205	86,485,000	4218.78
SS	500	205,000,000	4100.00	48	RG	150	63,250,000	4216.67
RO	209	87,449,000	4184.16	49	ES	110	46,520,000	4229.09
ID	50	20,800,000	4160.00	50	RO	110	45,910,000	4173.64
YO	47	19,646,000	4180.00	51	TF	25	10,550,000	4220.00
IU	30	12,610,000	4203.33	52	EL	25	10,500,000	4200.00
PG	25	10,300,000	4120.00	53	JB	25	10,475,000	4190.00
QA	16	6,716,000	4197.50	54	IU	20	8,440,000	4220.00
MU	14	5,808,000	4148.57	55	QA	20	8,432,000	4216.00
SH	5	2,095,000	4190.00	56	PG	20	8,340,000	4170.00
JB	5	2,090,000	4180.00	57	BR	6	2,526,000	4210.00
RG	4	1,676,000	4190.00	58	SF	5	2,117,000	4234.00
IH	2	846,000	4230.00	59	 	 	 	 
