BBTNToBrokerCode	BBTN	Start	2026-01-13	End	2026-01-13	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
BK	46,451	5,446,305,000	1172.48	1	ZP	40,016	4,675,049,000	1168.29
CC	45,700	5,338,861,500	1168.24	2	YP	33,544	3,930,378,000	1171.71
AK	37,934	4,443,631,000	1171.41	3	SQ	20,980	2,449,891,500	1167.73
SQ	18,835	2,202,768,000	1169.51	4	XL	20,805	2,437,494,000	1171.59
YP	15,884	1,854,164,500	1167.32	5	PD	14,702	1,716,179,500	1167.31
ZP	14,295	1,671,386,500	1169.21	6	CC	14,240	1,669,649,500	1172.51
BQ	6,849	804,470,000	1174.58	7	AK	13,276	1,550,131,000	1167.62
XL	6,871	803,453,500	1169.34	8	KK	8,332	977,608,000	1173.32
TP	5,973	696,333,500	1165.80	9	BQ	7,542	883,123,500	1170.94
NI	3,773	442,665,000	1173.24	10	PC	5,500	643,500,000	1170.00
AO	3,000	351,000,000	1170.00	11	LG	4,965	582,590,500	1173.39
AT	2,116	248,632,000	1175.01	12	XC	4,861	568,629,500	1169.78
PD	2,067	241,013,000	1166.00	13	YU	3,251	381,509,000	1173.51
KK	1,851	217,111,500	1172.94	14	OD	3,156	368,729,000	1168.34
GR	1,494	174,412,000	1167.42	15	DX	3,079	360,663,000	1171.36
XC	1,446	169,152,500	1169.80	16	YJ	3,020	356,096,000	1179.13
YB	1,179	138,026,500	1170.71	17	NI	2,855	335,307,000	1174.46
HD	961	112,785,500	1173.63	18	AI	2,508	293,456,000	1170.08
LG	939	109,769,000	1169.00	19	BK	2,461	288,026,000	1170.36
EP	748	87,472,500	1169.42	20	AT	2,217	258,566,500	1166.29
YJ	532	61,978,000	1165.00	21	XA	1,590	186,055,000	1170.16
DX	400	46,900,000	1172.50	22	CP	1,350	158,026,500	1170.57
DR	234	27,424,000	1171.97	23	HP	1,276	149,894,000	1174.72
XA	211	24,582,500	1165.05	24	HD	885	103,880,000	1173.79
DH	114	13,343,000	1170.44	25	DH	792	92,779,000	1171.45
IF	82	9,569,000	1166.95	26	GR	788	92,284,000	1171.12
OD	67	7,835,000	1169.40	27	AZ	582	68,059,000	1169.40
CP	56	6,541,500	1168.13	28	EP	528	61,616,000	1166.97
LS	50	5,840,000	1168.00	29	LS	307	35,869,500	1168.39
TF	44	5,148,000	1170.00	30	YB	218	25,497,500	1169.61
KI	25	2,933,000	1173.20	31	KI	159	18,578,500	1168.46
HP	22	2,563,000	1165.00	32	TP	151	17,742,500	1175.00
PC	9	1,053,000	1170.00	33	DR	109	12,723,500	1167.29
AZ	5	587,500	1175.00	34	MG	100	11,700,000	1170.00
MG	1	117,500	1175.00	35	MI	50	5,850,000	1170.00
QA	1	117,000	1170.00	36	AG	21	2,461,500	1172.14
 	 	 	 	37	SH	2	235,000	1175.00
 	 	 	 	38	BR	1	117,000	1170.00
