BBTNToBrokerCode	BBTN	Start	2026-01-27	End	2026-01-27	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
BB	161,300	20,081,496,500	1244.98	1	YP	114,257	14,242,986,500	1246.57
CC	99,510	12,405,492,500	1246.66	2	CC	71,076	8,855,032,500	1245.85
YU	53,104	6,618,025,000	1246.24	3	XL	51,464	6,407,021,500	1244.95
CP	33,094	4,136,086,000	1249.80	4	PD	44,543	5,548,371,000	1245.62
XL	32,209	4,004,469,500	1243.28	5	CP	37,146	4,629,178,000	1246.21
BK	29,660	3,688,992,500	1243.76	6	NI	23,068	2,873,082,500	1245.48
ZP	29,486	3,673,887,000	1245.98	7	ZP	22,012	2,740,571,000	1245.03
AK	29,192	3,641,737,000	1247.51	8	EP	20,685	2,578,558,500	1246.58
YP	24,192	3,005,932,500	1242.53	9	AK	19,893	2,475,284,500	1244.30
DH	20,598	2,559,449,500	1242.57	10	XC	19,311	2,404,007,000	1244.89
AT	17,441	2,168,538,000	1243.36	11	DX	18,613	2,320,556,500	1246.74
TP	14,728	1,833,966,000	1245.22	12	OD	17,469	2,175,571,500	1245.39
PD	14,488	1,803,884,000	1245.09	13	SQ	16,463	2,045,522,000	1242.50
SQ	12,530	1,562,053,000	1246.65	14	DR	16,209	2,016,383,000	1243.99
MG	10,542	1,311,178,500	1243.77	15	KK	16,082	2,005,068,500	1246.78
XC	6,578	817,271,000	1242.43	16	BB	15,913	1,977,927,000	1242.96
BQ	5,062	630,257,500	1245.08	17	AI	13,320	1,653,455,000	1241.33
DR	4,549	565,170,000	1242.40	18	BQ	11,205	1,390,190,500	1240.69
HD	3,566	445,045,500	1248.02	19	LG	9,638	1,200,621,500	1245.72
IT	3,500	434,500,000	1241.43	20	YB	9,640	1,196,190,000	1240.86
GR	3,069	382,430,000	1246.11	21	YU	6,624	825,685,000	1246.51
OD	2,665	332,698,500	1248.40	22	TP	5,996	747,774,500	1247.12
AZ	1,992	246,995,000	1239.93	23	YJ	5,840	727,284,000	1245.35
YB	1,906	238,093,500	1249.18	24	XA	4,778	595,314,500	1245.95
EP	1,752	217,715,000	1242.67	25	HD	3,557	443,152,500	1245.86
HP	1,463	182,384,500	1246.65	26	AT	3,206	399,830,000	1247.13
KK	1,424	177,490,000	1246.42	27	GR	3,109	387,333,500	1245.85
NI	1,217	151,592,500	1245.62	28	BK	2,948	367,026,000	1245.00
AI	1,001	125,124,500	1250.00	29	DH	2,846	354,318,000	1244.97
LG	409	50,892,000	1244.30	30	RX	2,357	292,702,000	1241.84
XA	358	44,687,500	1248.25	31	IT	2,200	274,950,000	1249.77
AG	286	35,564,000	1243.50	32	IF	2,120	264,725,000	1248.70
YJ	223	27,763,500	1245.00	33	MG	2,010	250,250,000	1245.02
DX	100	12,450,000	1245.00	34	AZ	1,609	200,841,000	1248.23
KI	53	6,616,000	1248.30	35	KI	1,226	153,196,000	1249.56
ID	50	6,225,000	1245.00	36	AO	1,140	141,860,000	1244.39
IU	42	5,250,000	1250.00	37	BS	1,110	138,195,000	1245.00
CD	1	125,000	1250.00	38	AG	707	88,375,000	1250.00
IF	1	124,500	1245.00	39	HP	511	63,679,000	1246.16
 	 	 	 	40	PF	500	62,500,000	1250.00
 	 	 	 	41	FZ	300	37,350,000	1245.00
 	 	 	 	42	MU	250	31,175,000	1247.00
 	 	 	 	43	ID	200	24,900,000	1245.00
 	 	 	 	44	RS	60	7,470,000	1245.00
 	 	 	 	45	RO	50	6,225,000	1245.00
 	 	 	 	46	AN	45	5,602,500	1245.00
 	 	 	 	47	PC	20	2,495,000	1247.50
 	 	 	 	48	FS	8	994,000	1242.50
 	 	 	 	49	LS	5	622,500	1245.00
 	 	 	 	50	SH	2	249,000	1245.00
