ANTMToBrokerCode	ANTM	Start	2025-11-03	End	2025-11-03	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	100,621	31,260,574,000	3106.76	1	CC	87,956	27,279,016,000	3101.44
YP	74,101	23,000,402,000	3103.93	2	AK	82,637	25,695,075,000	3109.39
ZP	63,050	19,596,368,000	3108.04	3	ZP	71,154	22,106,784,000	3106.87
XL	47,951	14,877,244,000	3102.59	4	RX	50,593	15,741,266,500	3111.35
AK	41,893	12,999,789,000	3103.09	5	YP	50,596	15,703,485,000	3103.70
XC	24,484	7,605,007,000	3106.11	6	DH	50,290	15,590,349,160	3100.05
BK	22,178	6,899,116,730	3110.73	7	PD	35,693	11,079,472,000	3104.02
PD	20,115	6,252,666,000	3108.32	8	BK	33,307	10,344,412,730	3105.74
KK	19,292	5,966,614,000	3092.79	9	XL	21,623	6,710,856,000	3103.57
SQ	16,492	5,127,462,000	3109.06	10	NI	15,515	4,823,867,000	3109.16
NI	16,288	5,061,890,000	3107.74	11	XC	14,969	4,651,356,000	3107.33
BB	13,407	4,163,477,000	3105.45	12	GR	7,389	2,286,071,000	3093.88
OD	13,091	4,060,784,000	3101.97	13	CP	5,764	1,792,387,000	3109.62
MG	9,070	2,821,128,000	3110.39	14	OD	5,373	1,669,245,000	3106.73
YU	8,413	2,612,284,060	3104.89	15	KI	5,138	1,592,903,000	3100.24
YB	6,852	2,130,596,000	3109.45	16	KK	4,221	1,312,093,000	3108.49
YJ	6,464	1,994,618,000	3085.73	17	MI	3,433	1,067,663,000	3110.00
KI	6,058	1,885,946,000	3113.15	18	SQ	3,066	954,814,000	3114.20
AZ	5,796	1,803,099,000	3110.94	19	HD	2,363	732,836,000	3101.29
LG	5,761	1,788,802,000	3105.02	20	YU	2,288	710,958,060	3106.71
BQ	5,579	1,744,502,600	3126.82	21	DR	2,243	697,079,000	3107.80
DR	5,383	1,672,405,000	3106.83	22	LG	1,735	537,455,000	3097.72
CP	5,181	1,608,501,000	3104.61	23	EP	1,719	533,626,000	3104.28
AG	4,193	1,300,559,000	3101.74	24	PP	1,683	523,141,000	3108.38
EP	3,443	1,069,744,000	3107.01	25	AI	1,087	337,592,000	3105.72
IF	3,289	1,018,454,000	3096.55	26	YJ	1,086	336,662,000	3100.02
FS	2,950	920,250,000	3119.49	27	ZR	1,000	311,000,000	3110.00
AT	2,646	820,400,000	3100.53	28	XA	790	246,136,000	3115.65
DH	2,379	739,122,160	3106.13	29	TP	689	214,125,000	3107.76
RO	2,000	618,000,000	3090.00	30	BQ	679	210,552,600	3100.19
HD	1,941	601,620,000	3099.54	31	QA	663	204,869,000	3090.03
RX	1,887	586,251,500	3106.79	32	AT	541	168,243,000	3109.85
CD	1,404	435,030,000	3098.50	33	IF	525	163,242,000	3109.37
DX	1,318	408,383,000	3098.51	34	HP	496	154,622,000	3117.38
LS	1,219	377,867,000	3099.81	35	AO	500	154,500,000	3090.00
ZR	1,020	316,240,000	3100.39	36	MG	392	121,914,000	3110.05
XA	850	263,973,000	3105.56	37	AZ	330	102,610,000	3109.39
GR	778	240,989,000	3097.54	38	AG	325	100,963,000	3106.55
SH	525	162,250,000	3090.48	39	LS	299	92,990,000	3110.03
HP	383	118,939,000	3105.46	40	DX	246	76,165,000	3096.14
TP	352	109,224,000	3102.95	41	YB	146	45,398,000	3109.45
ES	251	77,810,000	3100.00	42	MU	100	31,200,000	3120.00
AI	179	55,596,000	3105.92	43	KZ	68	21,216,000	3120.00
MU	150	46,350,000	3090.00	44	DP	63	19,577,000	3107.46
SF	60	18,550,000	3091.67	45	ID	30	9,360,000	3120.00
RF	50	15,450,000	3090.00	46	RO	30	9,330,000	3110.00
ID	30	9,270,000	3090.00	47	BB	26	8,086,000	3110.00
SS	20	6,200,000	3100.00	48	FS	25	7,775,000	3110.00
PC	18	5,566,000	3092.22	49	SH	25	7,775,000	3110.00
AO	17	5,280,000	3105.88	50	PC	1	311,000	3110.00
JB	10	3,100,000	3100.00	51	RG	1	311,000	3110.00
FZ	8	2,480,000	3100.00	52	 	 	 	 
PO	5	1,555,000	3110.00	53	 	 	 	 
PF	5	1,550,000	3100.00	54	 	 	 	 
RG	5	1,550,000	3100.00	55	 	 	 	 
IN	5	1,545,000	3090.00	56	 	 	 	 
BS	1	312,000	3120.00	57	 	 	 	 
