ANTMToBrokerCode	ANTM	Start	2025-11-26	End	2025-11-26	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	460,871	139,783,475,560	3033.03	1	CC	155,388	46,993,984,000	3024.30
YP	81,977	24,705,823,000	3013.75	2	BK	126,948	38,302,397,000	3017.17
SQ	79,857	24,083,203,000	3015.79	3	ZP	119,760	36,176,815,000	3020.78
PD	67,204	20,347,653,000	3027.74	4	YP	101,218	30,686,375,000	3031.71
CC	64,579	19,530,558,000	3024.29	5	AK	92,802	27,905,250,560	3006.96
BK	47,631	14,423,876,000	3028.25	6	XL	90,623	27,475,823,000	3031.88
NI	38,995	11,823,378,000	3032.02	7	AZ	60,362	18,261,268,000	3025.29
DX	32,880	9,960,122,000	3029.23	8	OD	56,982	17,264,139,000	3029.75
XL	26,867	8,105,143,000	3016.77	9	AI	37,082	11,220,389,000	3025.83
KK	24,597	7,414,729,000	3014.49	10	XC	35,736	10,843,968,000	3034.47
MG	24,100	7,272,400,000	3017.59	11	PD	34,800	10,542,407,000	3029.43
ZP	20,693	6,277,403,000	3033.59	12	YU	32,902	9,976,185,000	3032.09
YU	20,444	6,165,008,000	3015.56	13	SQ	30,124	9,172,066,000	3044.77
DR	18,764	5,679,756,000	3026.94	14	EP	25,392	7,697,561,000	3031.49
YJ	17,530	5,286,341,000	3015.60	15	KK	22,711	6,892,545,000	3034.89
LG	15,941	4,816,393,000	3021.39	16	MG	20,674	6,245,526,000	3020.96
XC	15,426	4,647,981,000	3013.08	17	NI	16,646	5,045,457,000	3031.03
CP	14,382	4,337,188,000	3015.71	18	CP	10,558	3,203,174,000	3033.88
RX	13,912	4,187,512,000	3010.00	19	BB	7,327	2,214,922,000	3022.96
AT	7,785	2,344,177,000	3011.15	20	LG	7,157	2,175,520,000	3039.71
GR	7,021	2,123,287,000	3024.19	21	BQ	6,445	1,969,689,000	3056.15
BQ	6,575	1,990,842,000	3027.90	22	DR	6,252	1,896,320,000	3033.14
AZ	6,424	1,940,762,000	3021.11	23	GR	6,013	1,824,847,000	3034.84
OD	6,381	1,920,843,000	3010.25	24	DH	5,973	1,812,589,000	3034.64
EP	6,201	1,865,510,000	3008.40	25	TP	5,479	1,657,027,000	3024.32
HD	4,680	1,413,815,000	3020.97	26	HD	5,387	1,635,136,000	3035.34
AO	3,075	935,715,000	3042.98	27	DX	3,833	1,163,557,000	3035.63
IN	3,000	909,000,000	3030.00	28	YJ	3,484	1,056,746,000	3033.14
ES	2,000	604,000,000	3020.00	29	BR	3,500	1,054,500,000	3012.86
HP	1,622	485,151,000	2991.07	30	ES	3,300	1,006,800,000	3050.91
TP	1,223	366,710,000	2998.45	31	AT	2,181	661,694,000	3033.90
PC	1,025	310,515,000	3029.41	32	RO	2,033	622,006,000	3059.55
YB	1,004	303,405,000	3021.96	33	YB	1,810	546,867,000	3021.36
XA	949	285,913,000	3012.78	34	AG	1,546	468,742,000	3031.97
IF	906	274,874,000	3033.93	35	XA	1,250	378,361,000	3026.89
DH	795	238,353,000	2998.15	36	KI	1,051	318,736,000	3032.69
AI	641	193,724,000	3022.22	37	ZR	1,000	302,500,000	3025.00
BB	580	175,544,000	3026.62	38	IF	927	281,106,000	3032.43
IT	500	151,000,000	3020.00	39	IT	730	223,190,000	3057.40
BR	500	151,000,000	3020.00	40	AO	665	202,245,000	3041.28
FS	380	115,240,000	3032.63	41	LS	635	192,302,000	3028.38
QA	380	114,000,000	3000.00	42	SF	605	184,315,000	3046.53
AG	362	108,973,000	3010.30	43	PC	596	181,447,000	3044.41
KI	188	56,621,000	3011.76	44	CD	480	145,633,000	3034.02
CD	20	6,053,000	3026.50	45	HP	213	64,267,000	3017.23
LS	12	3,599,000	2999.17	46	IN	170	51,000,000	3000.00
JB	7	2,128,000	3040.00	47	PP	73	22,119,000	3030.00
 	 	 	 	48	PO	37	11,298,000	3053.51
 	 	 	 	49	RG	15	4,561,000	3040.67
 	 	 	 	50	SA	5	1,505,000	3010.00
 	 	 	 	51	JB	4	1,220,000	3050.00
 	 	 	 	52	GI	1	301,000	3010.00
 	 	 	 	53	QA	1	299,000	2990.00
