INETToBrokerCode	INET	Start	2025-12-17	End	2025-12-17	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
MG	141,444	11,102,785,000	784.96	1	YP	105,495	8,356,428,500	792.12
XL	79,221	6,253,188,000	789.33	2	XL	72,310	5,700,932,000	788.40
CP	50,413	4,020,082,500	797.43	3	MG	63,831	4,965,899,000	777.98
KK	46,744	3,692,928,000	790.03	4	LG	45,557	3,621,757,500	794.99
YJ	29,162	2,303,843,500	790.02	5	YB	30,752	2,393,902,000	778.45
YP	17,158	1,351,708,500	787.80	6	CP	21,850	1,738,432,000	795.62
LG	15,899	1,224,270,500	770.03	7	CC	16,801	1,323,235,500	787.59
XC	12,026	953,893,000	793.19	8	DH	11,744	928,592,000	790.69
PD	8,994	713,157,500	792.93	9	OD	10,265	817,133,000	796.04
CC	8,691	690,907,000	794.97	10	YU	10,056	797,730,000	793.29
OD	7,711	614,849,500	797.37	11	XC	9,432	738,715,500	783.20
YB	7,103	556,341,000	783.25	12	SQ	8,298	657,961,500	792.92
SQ	5,811	461,465,500	794.12	13	DR	7,822	621,107,000	794.05
AZ	5,746	459,443,500	799.59	14	PD	7,737	613,183,000	792.53
NI	2,871	228,208,500	794.87	15	AI	6,266	495,030,000	790.03
BK	2,646	209,034,000	790.00	16	AO	5,154	411,858,000	799.10
AI	2,500	199,000,000	796.00	17	AZ	3,485	275,161,000	789.56
DR	2,045	158,181,500	773.50	18	KK	3,440	273,911,500	796.25
GR	1,968	155,545,500	790.37	19	NI	2,840	225,703,500	794.73
XA	1,849	147,684,000	798.72	20	GR	2,243	178,191,000	794.43
HP	1,430	112,970,000	790.00	21	IU	2,000	156,500,000	782.50
ZP	1,327	105,534,000	795.28	22	BQ	1,416	112,125,500	791.85
DH	695	55,190,500	794.11	23	YJ	1,380	109,070,000	790.36
EP	647	51,416,500	794.69	24	ZP	1,201	94,129,000	783.76
BQ	488	38,484,000	788.61	25	FZ	1,000	79,500,000	795.00
BR	300	23,100,000	770.00	26	IF	766	59,047,000	770.85
TP	155	12,250,000	790.32	27	HD	700	55,300,000	790.00
KI	117	9,245,500	790.21	28	EP	438	34,466,000	786.89
YU	105	8,285,000	789.05	29	IT	260	20,540,000	790.00
SA	100	7,900,000	790.00	30	AT	258	20,365,500	789.36
AO	28	2,226,000	795.00	31	IH	150	11,925,000	795.00
PO	25	1,987,500	795.00	32	KI	141	10,903,000	773.26
AT	25	1,975,000	790.00	33	CD	125	9,937,500	795.00
IF	10	794,000	794.00	34	XA	87	6,928,000	796.32
CD	10	790,500	790.50	35	LS	50	3,975,000	795.00
RB	10	790,000	790.00	36	TF	40	3,200,000	800.00
MI	5	397,500	795.00	37	HP	35	2,790,000	797.14
TF	4	317,000	792.50	38	QA	16	1,265,500	790.94
QA	2	154,000	770.00	39	AG	15	1,185,000	790.00
 	 	 	 	40	MU	12	954,000	795.00
 	 	 	 	41	SH	10	800,000	800.00
 	 	 	 	42	TP	5	400,000	800.00
 	 	 	 	43	GI	2	154,000	770.00
