INETToBrokerCode	INET	Start	2025-12-30	End	2025-12-30	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	854,081	64,838,602,500	759.16	1	XL	810,642	61,555,089,000	759.34
YP	401,297	30,477,986,500	759.49	2	CC	277,157	20,999,212,000	757.66
MG	215,293	16,487,856,500	765.83	3	MG	192,724	14,696,772,000	762.58
CC	166,636	12,597,964,000	756.02	4	YP	184,238	13,996,619,000	759.70
XC	146,347	11,097,811,000	758.32	5	XC	144,024	10,922,585,000	758.39
NI	119,494	9,034,140,000	756.03	6	PD	121,406	9,171,809,000	755.47
PD	97,225	7,363,909,500	757.41	7	NI	109,038	8,245,652,000	756.22
CP	77,347	5,923,747,000	765.87	8	YB	95,911	7,306,092,500	761.76
OD	75,533	5,675,114,500	751.34	9	CP	87,437	6,678,485,500	763.81
KK	47,876	3,635,783,000	759.42	10	AK	81,226	6,113,977,500	752.71
ZP	47,384	3,602,702,000	760.32	11	XA	67,657	5,127,516,000	757.87
SQ	38,381	2,902,990,500	756.36	12	AZ	67,351	5,095,949,500	756.63
YB	37,978	2,871,744,500	756.16	13	GR	40,150	3,042,653,000	757.82
LG	29,726	2,240,629,500	753.76	14	SQ	38,672	2,935,769,500	759.15
GR	28,200	2,140,882,000	759.18	15	OD	36,438	2,766,136,500	759.14
AZ	27,482	2,067,516,000	752.32	16	KK	34,480	2,614,128,500	758.16
AT	22,805	1,725,480,500	756.62	17	ZP	30,903	2,333,968,500	755.26
BQ	22,282	1,699,057,000	762.52	18	AT	27,821	2,120,628,500	762.24
YJ	21,797	1,662,283,500	762.62	19	BK	26,798	2,021,913,500	754.50
YU	16,602	1,259,261,000	758.50	20	LG	25,926	1,973,565,500	761.23
DH	13,863	1,050,125,000	757.50	21	YJ	19,217	1,471,461,000	765.71
AO	13,100	1,004,141,000	766.52	22	BQ	17,421	1,344,142,000	771.56
AK	12,982	981,563,000	756.10	23	DH	13,692	1,033,550,000	754.86
EP	12,722	966,122,000	759.41	24	ES	12,000	912,000,000	760.00
ES	12,010	930,745,000	774.98	25	TP	10,400	801,000,000	770.19
XA	12,041	913,652,000	758.78	26	DR	10,499	796,541,500	758.68
KI	11,422	862,430,500	755.06	27	EP	9,813	743,090,000	757.25
TP	10,565	794,703,500	752.20	28	PC	7,050	545,400,000	773.62
DR	8,353	635,446,000	760.74	29	RF	6,057	462,082,000	762.89
IU	8,015	606,885,000	757.19	30	IU	6,000	458,000,000	763.33
PC	6,045	460,852,500	762.37	31	BR	5,388	408,450,000	758.07
IF	5,976	448,491,000	750.49	32	AI	4,378	334,157,000	763.26
AG	5,652	427,030,500	755.54	33	YU	4,235	327,171,000	772.54
CD	5,585	423,334,500	757.98	34	FS	4,090	312,385,000	763.78
BR	5,552	422,052,000	760.18	35	AO	4,102	310,598,000	757.19
RF	4,000	298,500,000	746.25	36	HP	4,018	303,435,500	755.19
FZ	3,000	229,000,000	763.33	37	AG	3,926	299,326,500	762.42
FS	2,500	189,500,000	758.00	38	CD	3,891	292,068,500	750.63
DX	1,884	141,097,000	748.92	39	FZ	2,000	151,500,000	757.50
AI	1,707	129,426,500	758.21	40	DX	1,672	126,922,000	759.10
SH	1,000	76,500,000	765.00	41	KI	1,588	122,568,500	771.84
HP	959	73,169,000	762.97	42	SH	1,000	75,500,000	755.00
SA	736	55,936,000	760.00	43	IF	960	72,096,500	751.01
OK	500	37,750,000	755.00	44	RO	600	45,850,000	764.17
RO	320	23,990,000	749.69	45	HD	504	38,304,000	760.00
MI	300	22,500,000	750.00	46	ZR	150	11,425,000	761.67
IN	100	7,550,000	755.00	47	SA	136	10,404,000	765.00
RB	70	5,285,000	755.00	48	RB	127	9,742,000	767.09
LS	61	4,684,500	767.95	49	MU	80	6,047,500	755.94
HD	54	4,212,500	780.09	50	QA	43	3,273,000	761.16
MU	55	4,155,000	755.45	51	LS	41	3,114,500	759.63
ID	50	3,825,000	765.00	52	ID	30	2,235,000	745.00
ZR	50	3,725,000	745.00	53	JB	5	375,000	750.00
QA	46	3,523,000	765.87	54	TF	1	75,500	755.00
JB	38	2,869,000	755.00	55	GI	1	75,000	750.00
SF	21	1,606,500	765.00	56	 	 	 	 
RG	10	745,000	745.00	57	 	 	 	 
TF	3	228,000	760.00	58	 	 	 	 
PO	1	76,500	765.00	59	 	 	 	 
