INETToBrokerCode	INET	Start	2025-12-29	End	2025-12-29	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	1,926,392	147,529,443,000	765.83	1	XL	1,899,288	145,078,426,000	763.86
MG	1,451,810	111,495,119,000	767.97	2	MG	1,134,297	87,583,295,000	772.14
CC	602,083	45,418,187,000	754.35	3	CC	537,521	40,648,107,500	756.21
YP	552,054	42,411,249,000	768.24	4	YP	502,312	38,668,121,000	769.80
XC	251,515	19,227,411,000	764.46	5	YB	382,840	28,501,256,500	744.47
CP	220,153	16,660,323,500	756.76	6	AZ	372,189	27,782,184,000	746.45
AK	183,581	14,074,214,500	766.65	7	AK	314,954	24,217,348,000	768.92
PD	180,842	13,787,988,000	762.43	8	XC	279,650	21,485,308,000	768.29
KK	173,975	13,269,960,000	762.75	9	CP	200,368	15,222,803,000	759.74
NI	147,364	11,215,646,000	761.08	10	KK	155,814	11,836,164,500	759.63
AZ	136,595	10,277,117,500	752.38	11	PD	148,067	11,257,511,500	760.30
BQ	119,744	9,191,343,000	767.58	12	NI	128,785	9,981,251,000	775.03
YB	100,081	7,605,596,000	759.94	13	BQ	123,400	9,440,222,000	765.01
GR	93,851	7,198,407,500	767.00	14	OD	98,012	7,618,809,500	777.33
OD	80,951	6,200,289,000	765.93	15	LG	75,705	5,701,116,500	753.07
DR	78,141	5,869,328,500	751.12	16	ZP	61,697	4,722,331,000	765.41
LG	74,344	5,703,189,000	767.14	17	EP	61,535	4,591,787,500	746.21
XA	74,921	5,523,112,000	737.19	18	GR	52,311	4,018,675,500	768.23
YJ	66,917	5,101,828,000	762.41	19	DR	49,734	3,859,753,000	776.08
ZP	56,701	4,235,112,000	746.92	20	BK	44,811	3,456,348,000	771.32
SQ	53,965	4,065,866,500	753.43	21	SQ	36,374	2,780,817,500	764.51
AO	40,379	3,039,232,000	752.68	22	XA	35,166	2,720,049,500	773.49
AT	35,457	2,730,321,500	770.04	23	YJ	35,390	2,630,793,000	743.37
DH	34,841	2,595,359,000	744.92	24	AT	31,681	2,435,957,500	768.90
KI	30,926	2,349,723,000	759.79	25	PC	22,533	1,761,087,000	781.56
EP	22,919	1,762,072,500	768.83	26	IN	17,500	1,316,250,000	752.14
AI	17,981	1,377,927,500	766.32	27	DH	16,672	1,255,236,500	752.90
HP	16,190	1,216,372,500	751.31	28	AO	15,865	1,235,559,000	778.80
PC	16,203	1,194,933,500	737.48	29	TP	14,642	1,120,382,500	765.18
IN	12,500	990,250,000	792.20	30	LS	13,290	985,985,000	741.90
BK	11,838	924,728,500	781.15	31	BR	11,019	815,424,000	740.02
YU	12,093	906,538,500	749.64	32	HP	9,891	746,664,500	754.89
BR	10,001	743,702,500	743.63	33	AI	8,319	625,031,500	751.33
TP	8,056	597,375,000	741.53	34	YU	7,275	566,912,500	779.26
IU	7,640	559,060,000	731.75	35	FZ	7,500	558,378,000	744.50
IF	7,035	527,665,000	750.06	36	KI	7,018	552,871,500	787.79
FZ	7,061	520,666,500	737.38	37	IU	7,515	550,670,000	732.76
RG	5,631	430,956,000	765.33	38	CD	6,104	476,279,000	780.27
SH	5,370	407,280,000	758.44	39	SH	5,370	414,195,000	771.31
RF	5,300	395,550,000	746.32	40	GA	4,375	344,562,500	787.57
FS	3,340	253,432,500	758.78	41	AG	3,394	264,715,000	779.95
AG	3,002	227,054,000	756.34	42	RF	3,300	252,600,000	765.45
DX	2,967	226,363,500	762.94	43	IF	3,283	250,134,500	761.91
GA	3,000	225,750,000	752.50	44	RO	2,538	197,394,500	777.76
MU	2,657	210,307,000	791.52	45	FS	2,531	194,850,500	769.86
RO	2,788	202,881,000	727.69	46	HD	1,736	135,333,500	779.57
DU	2,000	157,000,000	785.00	47	RG	1,500	117,500,000	783.33
CD	1,300	98,123,500	754.80	48	DX	823	63,378,000	770.09
HD	1,041	80,183,500	770.25	49	MU	525	40,200,000	765.71
OK	500	36,750,000	735.00	50	OK	500	38,750,000	775.00
ID	430	33,745,000	784.77	51	TF	264	19,659,000	744.66
SA	424	31,278,000	737.69	52	JB	220	17,250,000	784.09
SF	306	23,806,500	777.99	53	SF	172	13,556,000	788.14
JB	200	15,900,000	795.00	54	ES	171	13,453,500	786.75
AR	200	15,800,000	790.00	55	SA	124	9,672,000	780.00
RB	204	15,402,000	755.00	56	ZR	100	7,750,000	775.00
ZR	200	14,800,000	740.00	57	GI	84	6,505,500	774.46
GI	86	6,744,000	784.19	58	QA	74	5,630,500	760.88
IC	75	5,812,500	775.00	59	RB	70	5,372,000	767.43
LS	73	5,479,500	750.62	60	IH	50	3,890,000	778.00
IH	50	3,925,000	785.00	61	SS	40	3,020,000	755.00
PO	40	3,140,000	785.00	62	ID	25	1,875,000	750.00
ES	15	1,182,500	788.33	63	 	 	 	 
QA	11	874,000	794.55	64	 	 	 	 
PP	2	158,000	790.00	65	 	 	 	 
TF	1	79,000	790.00	66	 	 	 	 
