INETToBrokerCode	INET	Start	2025-12-01	End	2025-12-01	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	866,217	57,992,734,000	669.49	1	XL	726,343	48,535,063,000	668.21
YP	410,434	27,517,903,500	670.46	2	AK	510,172	34,057,451,500	667.57
CC	328,219	21,931,143,500	668.19	3	CC	342,703	22,972,684,500	670.34
PD	164,925	11,045,344,000	669.72	4	YP	218,888	14,656,424,500	669.59
AK	128,181	8,535,874,500	665.92	5	PD	190,267	12,704,523,500	667.72
KK	120,448	8,053,234,000	668.61	6	ZP	167,105	11,193,168,500	669.83
MG	118,397	7,905,245,000	667.69	7	KK	135,110	8,979,342,500	664.59
XC	111,146	7,443,505,500	669.71	8	CP	122,569	8,252,547,000	673.30
DR	109,514	7,414,317,000	677.02	9	MG	107,423	7,256,325,500	675.49
CP	107,323	7,147,914,000	666.02	10	XC	101,413	6,777,125,000	668.27
NI	87,913	5,872,552,500	668.00	11	NI	94,462	6,320,909,000	669.15
YB	76,969	5,141,967,000	668.06	12	BK	75,090	5,031,819,000	670.11
OD	71,915	4,816,814,000	669.79	13	YB	61,836	4,120,595,000	666.37
BK	66,706	4,471,306,000	670.30	14	OD	40,831	2,735,689,500	670.00
LG	49,914	3,321,175,500	665.38	15	AZ	38,870	2,600,941,500	669.14
SQ	46,852	3,128,278,000	667.69	16	GR	37,691	2,506,206,000	664.93
YJ	38,920	2,642,705,000	679.01	17	YJ	33,624	2,300,190,000	684.09
DH	36,991	2,476,317,500	669.44	18	SQ	34,388	2,296,255,000	667.75
GR	34,156	2,287,766,000	669.80	19	AT	23,728	1,598,450,500	673.66
XA	31,809	2,132,662,000	670.46	20	DR	17,811	1,202,844,000	675.34
AO	27,945	1,862,749,000	666.58	21	XA	17,555	1,176,493,000	670.18
AZ	26,845	1,780,547,500	663.27	22	BQ	14,605	977,877,000	669.55
AT	22,022	1,474,887,000	669.73	23	AO	13,744	929,728,500	676.46
EP	21,265	1,413,459,500	664.69	24	AI	11,248	756,654,000	672.70
RS	18,102	1,197,021,000	661.26	25	LG	10,420	699,948,500	671.74
ZP	17,583	1,176,301,500	669.00	26	DH	10,082	678,874,500	673.35
BQ	13,858	927,098,500	669.00	27	EP	10,143	677,474,000	667.92
AG	12,552	843,771,000	672.22	28	KI	9,476	633,190,000	668.20
AI	11,696	779,928,000	666.83	29	BR	8,201	556,366,000	678.41
TP	10,562	699,602,000	662.38	30	RS	7,518	499,947,000	665.00
HP	8,564	574,409,000	670.73	31	TP	7,010	467,120,000	666.36
FZ	8,000	535,250,000	669.06	32	AG	6,558	446,068,000	680.19
IF	6,033	403,007,000	668.00	33	HP	6,682	445,585,500	666.84
SA	5,100	346,650,000	679.71	34	IF	6,587	440,793,500	669.19
IU	4,700	311,400,000	662.55	35	FZ	6,409	435,951,000	680.22
BR	3,805	253,729,000	666.83	36	IU	4,500	306,750,000	681.67
PC	3,370	225,515,000	669.18	37	YU	3,539	238,562,500	674.10
KI	2,363	158,883,000	672.38	38	CD	2,258	150,071,000	664.62
CD	2,084	140,646,000	674.88	39	RF	1,300	86,550,000	665.77
DX	1,648	109,666,500	665.45	40	II	1,000	66,500,000	665.00
YU	1,472	98,348,500	668.13	41	RO	800	53,250,000	665.63
RF	1,200	79,925,000	666.04	42	DX	717	47,759,500	666.10
II	1,000	66,500,000	665.00	43	HD	540	36,180,000	670.00
HD	790	52,497,500	664.53	44	SH	405	27,095,000	669.01
LS	663	43,999,000	663.63	45	SF	319	21,301,000	667.74
IH	610	42,090,000	690.00	46	PC	286	19,228,500	672.33
RG	550	37,025,000	673.18	47	FS	200	13,500,000	675.00
SH	325	21,712,500	668.08	48	IN	175	11,587,500	662.14
SF	299	20,304,000	679.06	49	RB	169	11,243,000	665.27
MU	250	16,750,000	670.00	50	LS	96	6,348,000	661.25
ID	233	15,511,000	665.71	51	ID	75	5,212,500	695.00
FS	200	13,350,000	667.50	52	PO	71	4,721,000	664.93
RO	130	8,710,000	670.00	53	DU	48	3,192,000	665.00
SS	100	6,800,000	680.00	54	RG	26	1,729,000	665.00
PO	91	5,931,500	651.81	55	TF	1	69,000	690.00
IN	75	5,212,500	695.00	56	GI	1	66,500	665.00
ZR	25	1,667,500	667.00	57	 	 	 	 
RB	14	936,000	668.57	58	 	 	 	 
GI	12	790,000	658.33	59	 	 	 	 
ES	3	202,500	675.00	60	 	 	 	 
