INETToBrokerCode	INET	Start	2026-02-03	End	2026-02-03	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	2,338,839	80,900,314,600	345.90	1	XL	2,636,844	88,274,857,400	334.77
YB	1,604,647	57,085,852,400	355.75	2	CC	1,447,240	49,657,214,200	343.12
CC	1,399,975	46,409,354,000	331.50	3	MG	1,198,896	41,885,338,600	349.37
MG	1,085,947	39,037,284,600	359.48	4	AK	1,016,491	34,686,342,400	341.24
AK	1,127,168	36,416,065,800	323.08	5	YP	893,791	30,105,755,600	336.83
YP	805,568	27,698,289,600	343.84	6	YB	680,949	23,642,058,800	347.19
CP	465,069	15,814,198,800	340.04	7	XA	565,169	20,331,146,000	359.74
BK	440,807	14,601,729,400	331.25	8	FS	359,066	13,043,118,400	363.25
PD	305,499	10,655,680,600	348.80	9	PD	358,525	11,912,722,200	332.27
YJ	264,181	9,337,830,200	353.46	10	CP	341,280	11,648,288,600	341.31
SQ	257,505	8,710,306,000	338.26	11	BK	315,016	11,321,158,200	359.38
ZP	259,719	8,453,853,000	325.50	12	YJ	267,477	9,365,910,400	350.16
XC	218,916	7,442,273,800	339.96	13	XC	265,940	9,013,168,200	338.92
NI	193,704	6,683,863,200	345.06	14	ZP	211,206	7,631,361,200	361.32
KK	175,225	6,010,369,400	343.01	15	KK	179,071	6,098,689,600	340.57
GR	125,490	4,316,861,600	344.00	16	NI	155,076	5,292,775,200	341.30
AZ	109,536	3,565,562,600	325.52	17	LG	146,264	4,925,350,000	336.74
EP	109,997	3,537,021,800	321.56	18	EP	129,109	4,168,811,000	322.89
LG	98,016	3,469,322,000	353.95	19	SQ	121,697	4,028,374,000	331.02
BQ	88,184	3,083,536,200	349.67	20	BQ	111,737	3,864,020,600	345.81
OD	74,729	2,607,337,800	348.91	21	AZ	100,828	3,262,317,400	323.55
DH	47,717	1,616,927,800	338.86	22	GR	61,962	2,133,809,200	344.37
XA	48,558	1,616,500,400	332.90	23	OD	58,903	1,991,905,400	338.17
ES	42,105	1,459,238,000	346.57	24	ES	44,050	1,547,412,400	351.29
IF	38,392	1,319,335,200	343.65	25	AO	47,058	1,509,772,200	320.83
DR	34,630	1,177,434,400	340.00	26	DR	42,389	1,422,638,800	335.62
AT	31,769	1,101,236,200	346.64	27	DH	39,733	1,372,264,200	345.37
LS	31,971	1,086,591,600	339.87	28	BR	38,497	1,323,324,200	343.75
IN	34,208	1,064,970,000	311.32	29	KI	37,070	1,261,845,800	340.40
BR	30,000	1,033,377,800	344.46	30	IN	36,613	1,235,279,400	337.39
KI	25,447	870,432,800	342.06	31	LS	30,315	1,054,705,400	347.92
AO	25,535	860,078,000	336.82	32	IH	23,720	860,044,000	362.58
IH	23,221	841,244,600	362.28	33	DP	20,650	744,363,400	360.47
YU	24,974	826,184,000	330.82	34	YU	20,910	714,475,800	341.69
HP	20,984	749,402,800	357.13	35	FZ	18,950	669,603,600	353.35
SA	21,400	742,080,000	346.77	36	AT	19,716	661,630,600	335.58
FZ	18,607	667,561,600	358.77	37	TP	16,154	564,808,400	349.64
TP	15,610	536,479,000	343.68	38	AI	14,507	484,620,400	334.06
RF	13,000	465,100,000	357.77	39	HP	11,215	391,960,400	349.50
DX	12,957	450,385,400	347.60	40	PC	9,461	328,532,600	347.25
RG	6,317	224,787,800	355.85	41	HD	9,810	326,062,000	332.38
HD	7,100	213,780,000	301.10	42	DX	6,571	218,986,800	333.26
PC	5,387	190,752,800	354.10	43	IF	5,754	207,378,800	360.41
AG	5,265	183,512,600	348.55	44	AG	5,697	198,544,400	348.51
AI	4,943	168,691,200	341.27	45	RG	3,916	139,890,000	357.23
RO	3,600	128,490,000	356.92	46	RF	3,000	112,800,000	376.00
SF	3,621	119,979,200	331.34	47	IU	3,000	100,600,000	335.33
FS	3,254	109,888,200	337.70	48	SA	2,825	83,043,000	293.96
IU	3,000	98,800,000	329.33	49	DU	1,100	38,440,000	349.45
DU	1,500	52,420,000	349.47	50	RO	700	26,160,000	373.71
QA	1,036	36,653,000	353.79	51	ZR	550	19,430,000	353.27
PG	1,005	33,945,000	337.76	52	ID	450	15,010,000	333.56
MI	1,000	32,800,000	328.00	53	AN	400	13,040,000	326.00
ZR	550	18,710,000	340.18	54	IT	350	11,040,000	315.43
ID	300	8,620,000	287.33	55	QA	137	4,755,200	347.09
IT	200	6,020,000	301.00	56	CD	142	4,533,200	319.24
SH	100	3,275,600	327.56	57	SH	137	4,255,000	310.58
JB	107	3,255,000	304.21	58	AR	120	4,184,000	348.67
SS	85	3,009,000	354.00	59	JB	106	3,522,800	332.34
RB	71	2,377,200	334.82	60	SF	6	203,600	339.33
CD	29	1,018,000	351.03	61	MU	5	183,000	366.00
GI	25	901,400	360.56	62	PG	5	168,000	336.00
AR	20	688,000	344.00	63	 	 	 	 
MU	5	163,000	326.00	64	 	 	 	 
