INETToBrokerCode	INET	Start	2026-02-12	End	2026-02-12	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	1,429,629	54,864,709,800	383.77	1	XL	1,006,449	38,490,680,200	382.44
CC	365,772	14,017,820,600	383.24	2	AK	609,885	23,485,180,000	385.08
YP	330,275	12,646,482,400	382.91	3	YP	382,669	14,594,370,200	381.38
YB	296,722	11,371,163,800	383.23	4	CC	338,884	13,010,445,000	383.92
CP	247,895	9,496,367,200	383.08	5	BK	220,407	8,427,953,400	382.38
AK	246,963	9,416,134,400	381.28	6	MG	212,250	8,160,227,400	384.46
MG	227,632	8,733,126,400	383.65	7	PD	202,143	7,750,480,600	383.42
PD	206,893	7,931,643,000	383.37	8	CP	160,237	6,116,008,200	381.69
XC	203,197	7,774,889,400	382.63	9	NI	154,980	5,942,437,800	383.43
YJ	175,859	6,681,358,400	379.93	10	YJ	142,563	5,468,743,600	383.60
NI	156,632	5,954,630,000	380.17	11	KK	140,503	5,401,090,000	384.41
GR	99,243	3,782,286,800	381.11	12	XC	125,690	4,814,276,800	383.03
XA	81,820	3,141,781,800	383.99	13	XA	123,191	4,668,661,800	378.98
KK	70,396	2,692,759,400	382.52	14	EP	113,867	4,324,440,200	379.78
SQ	63,289	2,423,609,800	382.94	15	ZP	109,423	4,236,295,400	387.15
AZ	61,699	2,375,403,600	385.00	16	AO	106,509	4,020,990,400	377.53
EP	57,176	2,179,756,000	381.24	17	YB	65,761	2,505,083,600	380.94
LG	54,366	2,084,947,000	383.50	18	BQ	59,740	2,313,872,400	387.32
OD	48,485	1,857,042,800	383.01	19	LG	55,351	2,130,120,600	384.84
DH	39,978	1,536,429,400	384.32	20	SQ	51,374	1,968,682,400	383.21
AT	24,863	946,290,200	380.60	21	AI	51,423	1,944,817,200	378.20
BQ	22,735	877,723,000	386.07	22	DH	41,840	1,595,468,000	381.33
DR	20,797	798,755,000	384.07	23	AZ	38,403	1,484,766,600	386.63
TP	17,956	685,614,400	381.83	24	OD	29,524	1,134,797,400	384.36
KI	16,340	629,291,000	385.12	25	IF	25,779	985,767,200	382.39
DX	15,048	572,070,400	380.16	26	DR	24,524	938,775,400	382.80
HP	13,775	529,138,200	384.13	27	GR	18,700	717,570,200	383.73
IF	13,126	500,111,000	381.01	28	AT	16,864	650,756,000	385.88
ZP	12,741	487,926,800	382.96	29	TP	15,423	590,101,000	382.61
BK	10,000	390,000,000	390.00	30	FS	10,500	406,300,000	386.95
BR	5,787	222,855,200	385.10	31	CD	5,150	199,500,000	387.38
AO	5,817	221,871,800	381.42	32	DX	4,610	173,516,600	376.39
AI	5,577	213,357,600	382.57	33	YU	3,219	123,330,400	383.13
YU	5,214	199,930,200	383.45	34	LS	3,000	117,000,000	390.00
ES	4,511	176,020,600	390.20	35	HP	2,978	113,905,800	382.49
AG	4,447	169,113,800	380.29	36	ID	2,050	78,770,000	384.24
RG	4,000	155,200,000	388.00	37	FZ	2,028	78,666,400	387.90
CD	3,765	145,644,800	386.84	38	IH	2,000	78,000,000	390.00
FS	3,800	145,360,000	382.53	39	QA	1,982	76,420,600	385.57
RO	2,540	95,926,000	377.66	40	RG	1,679	64,137,800	382.00
QA	2,298	87,841,600	382.25	41	RO	1,300	50,560,000	388.92
ID	2,000	76,400,000	382.00	42	KI	1,252	48,365,200	386.30
SF	1,370	51,622,600	376.81	43	PG	1,200	46,000,000	383.33
SA	1,200	45,540,000	379.50	44	IN	1,000	38,450,000	384.50
PC	1,171	44,715,200	381.85	45	SF	500	19,200,000	384.00
SH	1,100	43,100,000	391.82	46	AG	445	17,076,000	383.73
IN	1,060	41,116,000	387.89	47	DU	400	15,600,000	390.00
RS	900	34,560,000	384.00	48	PC	346	13,021,800	376.35
ZR	900	34,380,000	382.00	49	IU	250	9,550,000	382.00
MI	600	22,620,000	377.00	50	HD	100	3,880,000	388.00
LS	420	15,912,000	378.86	51	SH	100	3,760,000	376.00
RF	267	10,039,200	376.00	52	SS	80	3,056,000	382.00
IU	250	9,800,000	392.00	53	RB	15	568,000	378.67
MU	81	3,085,400	380.91	54	BR	5	188,000	376.00
FZ	78	2,981,000	382.18	55	 	 	 	 
IH	30	1,144,000	381.33	56	 	 	 	 
JB	20	756,000	378.00	57	 	 	 	 
HD	18	678,000	376.67	58	 	 	 	 
GI	12	462,600	385.50	59	 	 	 	 
RB	10	386,000	386.00	60	 	 	 	 
