INETToBrokerCode	INET	Start	2026-02-09	End	2026-02-09	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	1,333,344	43,816,464,800	328.62	1	XL	1,130,876	37,011,563,800	327.28
MG	469,873	15,554,456,200	331.04	2	YB	602,777	19,904,808,400	330.22
XA	383,104	12,644,775,600	330.06	3	YP	597,646	19,606,559,600	328.06
CC	370,380	12,173,633,800	328.68	4	CC	536,773	17,560,724,200	327.15
BK	367,647	11,885,067,200	323.27	5	MG	473,934	15,416,219,200	325.28
YP	341,169	11,194,447,200	328.12	6	AK	356,628	11,762,791,200	329.83
AK	317,991	10,289,528,600	323.58	7	CP	323,029	10,570,299,000	327.22
ZP	241,383	7,769,693,400	321.88	8	PD	146,863	4,779,400,600	325.43
YB	201,295	6,627,580,200	329.25	9	YJ	140,674	4,630,538,600	329.17
CP	185,188	6,047,311,000	326.55	10	KK	135,419	4,409,908,000	325.65
PD	156,294	5,082,430,600	325.18	11	BK	121,571	4,017,716,600	330.48
XC	138,609	4,545,890,800	327.97	12	XC	114,010	3,747,280,200	328.68
YJ	134,879	4,372,527,600	324.18	13	AO	103,610	3,317,742,800	320.21
KK	129,172	4,198,401,000	325.02	14	ZP	81,909	2,716,089,800	331.60
AZ	102,117	3,362,642,800	329.29	15	AT	77,716	2,563,982,000	329.92
AT	83,237	2,730,949,800	328.09	16	NI	60,260	1,983,891,400	329.22
NI	57,526	1,882,738,000	327.28	17	XA	53,574	1,707,566,600	318.73
GR	46,248	1,522,453,200	329.19	18	OD	40,356	1,303,265,800	322.94
SQ	43,468	1,432,100,800	329.46	19	AZ	37,700	1,232,776,600	327.00
MI	40,000	1,344,000,000	336.00	20	SQ	34,285	1,109,958,800	323.74
OD	34,494	1,129,084,200	327.33	21	BQ	30,731	991,706,000	322.71
AO	30,377	981,805,600	323.21	22	GR	29,389	970,216,200	330.13
LG	29,431	960,236,600	326.27	23	DR	29,893	964,978,800	322.81
BQ	29,182	940,766,200	322.38	24	YU	21,791	706,799,600	324.35
EP	22,393	729,997,600	325.99	25	LG	21,208	692,385,000	326.47
YU	20,459	655,414,600	320.36	26	HP	14,161	455,738,800	321.83
DX	17,888	600,754,400	335.84	27	IN	12,000	381,300,000	317.75
PC	13,041	419,076,200	321.35	28	KI	11,480	379,008,000	330.15
DH	9,202	300,137,600	326.17	29	LS	11,087	365,853,600	329.98
HP	8,359	274,677,000	328.60	30	EP	10,861	346,871,400	319.37
DR	8,368	274,086,200	327.54	31	DH	6,624	216,859,600	327.38
KI	6,265	209,129,800	333.81	32	IF	6,402	210,324,200	328.53
IF	5,681	188,367,200	331.57	33	PC	5,242	173,090,800	330.20
RG	5,350	175,012,200	327.13	34	MI	5,000	165,000,000	330.00
BR	4,400	145,200,000	330.00	35	RF	4,500	146,527,600	325.62
RF	4,500	142,788,800	317.31	36	RG	3,166	98,812,400	312.10
BF	2,500	79,500,000	318.00	37	FS	2,684	89,545,600	333.63
ES	2,070	64,710,000	312.61	38	BF	2,500	82,000,000	328.00
IN	2,000	64,000,000	320.00	39	ES	2,070	66,738,000	322.41
HD	1,860	60,510,000	325.32	40	AG	1,947	64,500,800	331.28
CD	1,623	53,235,000	328.00	41	TP	1,704	54,413,400	319.33
FS	1,500	48,900,000	326.00	42	MU	1,462	45,614,400	312.00
TP	1,493	47,737,200	319.74	43	RO	950	31,850,000	335.26
AI	1,273	41,156,400	323.30	44	AI	951	31,041,800	326.41
LS	1,070	34,912,000	326.28	45	SH	923	29,860,600	323.52
SA	800	25,220,000	315.25	46	CD	715	24,067,200	336.60
RO	760	24,130,000	317.50	47	ZR	564	18,538,600	328.70
AG	690	22,937,000	332.42	48	JB	497	16,765,000	337.32
PO	500	16,200,000	324.00	49	BR	500	16,600,000	332.00
ZR	500	15,600,000	312.00	50	DU	400	13,040,000	326.00
DU	400	12,800,000	320.00	51	QA	380	12,363,800	325.36
SF	303	9,877,800	326.00	52	SF	305	10,069,000	330.13
QA	228	7,336,400	321.77	53	SA	300	10,020,000	334.00
JB	174	5,631,600	323.66	54	DX	247	8,236,200	333.45
ID	175	5,440,000	310.86	55	IU	100	3,230,000	323.00
IU	100	3,230,000	323.00	56	PG	5	166,000	332.00
TF	10	332,000	332.00	57	 	 	 	 
PG	5	160,000	320.00	58	 	 	 	 
GI	1	33,400	334.00	59	 	 	 	 
