BBTNToBrokerCode	BBTN	Start	2026-02-02	End	2026-02-02	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
YP	56,034	6,863,110,000	1224.81	1	AK	90,871	11,130,882,000	1224.91
ZP	49,995	6,102,447,000	1220.61	2	CC	84,000	10,267,870,500	1222.37
XL	39,698	4,842,194,000	1219.76	3	YP	65,324	7,955,399,500	1217.84
PD	38,356	4,676,482,920	1219.20	4	BK	50,490	6,112,403,000	1210.62
CC	37,934	4,623,243,500	1218.76	5	ZP	31,199	3,803,283,000	1219.04
RX	30,000	3,632,082,000	1210.69	6	XL	26,229	3,198,356,000	1219.40
YB	25,615	3,139,837,500	1225.78	7	XC	16,281	1,993,354,000	1224.34
LG	19,428	2,362,814,000	1216.19	8	SQ	13,055	1,582,247,000	1211.99
SQ	18,116	2,214,158,000	1222.21	9	PD	12,137	1,476,943,420	1216.80
CP	17,336	2,116,696,000	1220.98	10	YB	11,365	1,380,355,000	1214.57
AK	14,155	1,721,721,000	1216.33	11	DH	11,141	1,356,957,500	1217.99
XC	13,759	1,692,116,500	1229.83	12	TP	9,077	1,109,060,000	1221.84
BK	13,654	1,656,806,500	1213.42	13	DR	8,823	1,079,856,500	1223.91
NI	13,601	1,651,283,500	1214.09	14	CP	8,763	1,059,910,500	1209.53
BQ	11,764	1,438,661,500	1222.94	15	KK	7,963	970,259,000	1218.46
DR	10,107	1,231,894,000	1218.85	16	EP	4,653	573,750,000	1233.08
KK	8,192	998,513,000	1218.89	17	OD	4,056	495,459,000	1221.55
DH	8,003	976,740,500	1220.47	18	GR	3,878	472,343,500	1218.01
GR	7,042	864,694,500	1227.91	19	NI	3,856	467,038,000	1211.20
YJ	6,981	843,508,500	1208.29	20	LG	3,668	449,826,000	1226.35
DX	6,377	762,616,500	1195.89	21	HD	3,550	435,203,000	1225.92
DP	4,575	557,811,000	1219.26	22	YU	3,412	414,841,500	1215.83
TP	4,448	550,483,000	1237.60	23	KI	3,125	385,294,000	1232.94
YU	4,451	541,669,500	1216.96	24	AT	1,831	225,088,000	1229.32
OD	3,669	448,470,000	1222.32	25	DX	1,616	200,066,500	1238.04
XA	3,293	398,326,500	1209.62	26	XA	1,588	195,115,000	1228.68
HD	3,031	370,325,000	1221.79	27	AZ	1,446	175,922,000	1216.61
EP	2,779	339,250,000	1220.76	28	BQ	1,113	136,991,000	1230.83
AZ	2,713	332,547,000	1225.75	29	KZ	1,070	131,357,500	1227.64
PG	2,500	301,500,000	1206.00	30	AO	1,055	128,587,500	1218.84
MI	2,375	294,862,500	1241.53	31	YJ	947	115,047,000	1214.86
KI	2,138	266,771,000	1247.76	32	AI	800	97,125,000	1214.06
IF	1,779	217,892,500	1224.80	33	MG	596	72,844,000	1222.21
MG	1,597	195,064,000	1221.44	34	HP	573	69,795,500	1218.07
AT	1,342	163,579,500	1218.92	35	IT	550	68,750,000	1250.00
AO	1,000	122,000,000	1220.00	36	FS	398	48,357,000	1215.00
HP	952	115,941,000	1217.87	37	SH	215	26,430,000	1229.30
IT	850	103,275,000	1215.00	38	PC	145	17,847,500	1230.86
RG	817	100,069,000	1224.83	39	AN	132	16,038,000	1215.00
AG	307	37,403,000	1218.34	40	AG	111	13,541,000	1219.91
AI	300	36,637,500	1221.25	41	ES	100	12,500,000	1250.00
ZR	200	24,400,000	1220.00	42	RS	100	12,300,000	1230.00
IU	80	9,800,000	1225.00	43	ID	100	12,100,000	1210.00
CD	51	6,195,000	1214.71	44	LS	46	5,733,500	1246.41
PC	31	3,749,500	1209.52	45	IF	39	4,726,500	1211.92
RS	20	2,400,000	1200.00	46	CD	10	1,225,000	1225.00
LS	15	1,845,000	1230.00	47	 	 	 	 
SH	15	1,820,000	1213.33	48	 	 	 	 
RB	10	1,220,000	1220.00	49	 	 	 	 
FZ	9	1,080,000	1200.00	50	 	 	 	 
QA	3	372,000	1240.00	51	 	 	 	 
