BBTNToBrokerCode	BBTN	Start	2026-02-18	End	2026-02-18	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	98,064	13,653,424,500	1392.30	1	PD	53,030	7,363,268,000	1388.51
ZP	86,022	11,953,511,500	1389.59	2	CC	45,329	6,283,581,000	1386.22
AK	44,769	6,208,926,500	1386.88	3	YP	38,641	5,378,342,500	1391.87
DR	31,885	4,407,347,000	1382.26	4	XL	29,468	4,086,191,500	1386.65
BK	22,035	3,064,181,000	1390.60	5	AK	26,372	3,658,503,500	1387.27
CP	11,763	1,635,058,000	1390.00	6	BK	24,385	3,372,056,000	1382.84
SQ	10,808	1,495,974,000	1384.14	7	NI	24,195	3,358,510,000	1388.10
XL	10,240	1,415,610,500	1382.43	8	DX	19,313	2,683,995,500	1389.74
RX	10,221	1,400,166,500	1369.89	9	AZ	17,829	2,449,173,500	1373.70
PD	9,771	1,351,202,000	1382.87	10	TP	15,724	2,189,592,500	1392.52
YP	9,502	1,318,836,500	1387.96	11	XC	14,022	1,948,578,000	1389.66
MG	8,005	1,112,695,000	1390.00	12	SQ	13,995	1,940,603,000	1386.64
NI	7,006	967,964,500	1381.62	13	MG	11,204	1,562,792,000	1394.85
GR	6,458	895,362,500	1386.44	14	OD	9,662	1,345,528,000	1392.60
XC	6,073	838,671,000	1380.98	15	ZP	9,430	1,300,858,500	1379.49
TP	5,287	736,373,000	1392.80	16	YU	7,432	1,030,244,000	1386.23
KZ	5,090	705,974,000	1386.98	17	BQ	6,860	956,831,000	1394.80
DH	4,451	616,258,000	1384.54	18	IT	5,100	712,050,000	1396.18
HD	2,960	410,055,000	1385.32	19	AI	4,665	649,367,500	1392.00
IT	2,000	277,000,000	1385.00	20	DR	4,569	634,029,000	1387.68
YB	1,959	271,122,500	1383.98	21	KK	3,657	508,017,000	1389.16
OD	1,685	233,420,000	1385.28	22	GR	3,526	489,863,000	1389.29
LG	1,662	230,912,000	1389.36	23	HD	2,486	344,257,000	1384.78
BB	1,574	219,173,000	1392.46	24	CP	2,013	280,697,500	1394.42
DX	1,589	218,746,000	1376.63	25	YB	1,779	247,718,000	1392.46
KK	852	118,152,000	1386.76	26	EP	1,267	176,165,500	1390.41
XA	821	113,945,000	1387.88	27	LG	1,227	170,327,000	1388.16
AZ	553	75,640,500	1367.82	28	IF	1,025	142,482,500	1390.07
HP	525	71,713,500	1365.97	29	DH	968	134,745,000	1391.99
EP	366	50,853,000	1389.43	30	BB	893	123,680,500	1385.00
YU	200	27,525,000	1376.25	31	XA	868	120,421,000	1387.34
PG	70	9,705,000	1386.43	32	AT	679	94,532,000	1392.22
AI	51	7,064,500	1385.20	33	HP	648	89,904,500	1387.42
CD	43	6,015,500	1398.95	34	AO	635	88,265,000	1390.00
BQ	34	4,717,000	1387.35	35	KI	608	84,404,000	1388.22
KI	24	3,345,000	1393.75	36	AG	270	37,540,000	1390.37
AG	23	3,185,500	1385.00	37	YJ	110	15,340,000	1394.55
LS	13	1,774,500	1365.00	38	FZ	107	14,867,000	1389.44
QA	5	680,000	1360.00	39	SA	100	13,950,000	1395.00
AT	2	278,500	1392.50	40	RS	100	13,800,000	1380.00
 	 	 	 	41	CD	91	12,598,500	1384.45
 	 	 	 	42	ID	60	8,370,000	1395.00
 	 	 	 	43	BR	50	6,925,000	1385.00
 	 	 	 	44	LS	29	4,028,500	1389.14
 	 	 	 	45	DU	20	2,780,000	1390.00
 	 	 	 	46	SS	10	1,392,500	1392.50
 	 	 	 	47	PC	6	835,000	1391.67
 	 	 	 	48	FS	4	558,000	1395.00
