INETToBrokerCode	INET	Start	2025-11-20	End	2025-11-20	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	676,892	36,965,701,000	546.11	1	MG	653,665	35,863,487,500	548.65
AK	457,583	24,982,231,500	545.96	2	XL	654,990	35,703,290,500	545.10
MG	334,626	18,274,768,500	546.13	3	CC	495,253	27,024,209,500	545.66
YP	309,524	16,889,570,000	545.66	4	YP	278,581	15,208,395,000	545.92
CC	255,599	13,880,694,000	543.07	5	AK	179,739	9,764,598,000	543.27
AZ	227,626	12,632,466,500	554.97	6	CP	160,616	8,685,270,000	540.75
CP	191,245	10,477,347,000	547.85	7	KK	154,370	8,402,540,000	544.31
PD	152,220	8,306,877,000	545.72	8	XC	148,610	8,115,620,000	546.10
XC	142,460	7,788,301,500	546.70	9	PD	117,719	6,417,307,500	545.14
YJ	130,347	7,029,899,000	539.32	10	YJ	97,110	5,350,354,000	550.96
NI	111,519	6,049,123,500	542.43	11	LG	82,988	4,486,677,000	540.64
YB	87,503	4,758,125,000	543.77	12	ZP	73,204	4,003,432,500	546.89
KK	54,530	2,982,862,500	547.01	13	BK	69,611	3,785,290,500	543.78
DR	51,979	2,831,525,500	544.74	14	YB	60,002	3,273,342,000	545.54
AO	51,346	2,774,453,500	540.34	15	OD	58,386	3,195,445,500	547.30
BK	48,798	2,693,276,500	551.92	16	NI	46,374	2,537,880,500	547.26
SQ	43,902	2,401,236,000	546.95	17	DR	36,220	1,967,638,000	543.25
DH	39,581	2,143,666,000	541.59	18	EP	35,602	1,939,673,000	544.82
ZP	38,884	2,115,359,500	544.02	19	SQ	32,851	1,802,596,000	548.72
OD	38,071	2,060,689,500	541.28	20	XA	26,351	1,447,543,000	549.33
AT	31,829	1,737,204,500	545.79	21	ES	26,000	1,428,500,000	549.42
ES	26,015	1,414,832,500	543.85	22	BQ	25,981	1,417,444,000	545.57
XA	25,878	1,403,579,000	542.38	23	AT	25,439	1,392,674,500	547.46
AG	24,309	1,324,959,500	545.05	24	GR	24,071	1,317,597,500	547.38
YU	21,840	1,177,229,000	539.02	25	YU	23,531	1,265,862,500	537.96
BQ	18,316	1,000,460,500	546.22	26	DH	17,227	942,878,000	547.33
EP	17,444	952,037,500	545.77	27	AZ	14,670	800,127,000	545.42
TP	13,253	716,514,500	540.64	28	TP	10,398	566,788,000	545.09
LG	12,057	657,633,000	545.44	29	AO	9,899	539,590,500	545.10
GR	10,128	549,179,000	542.24	30	IN	7,350	399,347,500	543.33
IN	8,124	446,988,000	550.21	31	HP	6,795	369,494,500	543.77
BR	6,103	332,390,000	544.63	32	PC	4,653	258,163,500	554.83
PC	4,737	255,811,500	540.03	33	BR	4,604	256,118,000	556.29
AI	4,452	244,815,500	549.90	34	IF	3,872	211,695,500	546.73
FS	3,534	189,364,000	535.83	35	AI	3,622	197,667,500	545.74
IF	2,948	162,171,500	550.11	36	IU	2,500	135,250,000	541.00
HP	2,659	144,174,500	542.21	37	FZ	2,010	109,560,000	545.07
IU	2,090	114,935,000	549.93	38	HD	2,007	107,381,500	535.03
CD	1,310	70,923,000	541.40	39	DX	1,946	106,325,500	546.38
KI	1,049	57,440,000	547.57	40	KI	1,877	102,563,500	546.42
IH	1,047	56,183,000	536.61	41	RO	1,200	66,125,000	551.04
RG	1,018	55,072,000	540.98	42	MI	1,000	55,500,000	555.00
MI	1,000	54,250,000	542.50	43	SA	1,000	53,500,000	535.00
RO	900	48,600,000	540.00	44	AG	908	49,616,500	546.44
RB	620	33,860,000	546.13	45	SH	827	45,071,500	545.00
HD	510	27,540,000	540.00	46	IH	747	40,745,000	545.45
DX	413	22,607,000	547.38	47	RB	620	34,005,000	548.47
LS	220	12,180,000	553.64	48	FS	434	23,690,500	545.86
FZ	30	1,630,000	543.33	49	LS	200	10,800,000	540.00
QA	11	603,500	548.64	50	RG	100	5,550,000	555.00
TF	3	163,500	545.00	51	II	100	5,500,000	550.00
GI	3	163,000	543.33	52	CD	93	5,036,000	541.51
 	 	 	 	53	PO	60	3,300,000	550.00
 	 	 	 	54	ID	50	2,750,000	550.00
 	 	 	 	55	MU	50	2,750,000	550.00
 	 	 	 	56	TF	1	55,000	550.00
 	 	 	 	57	GI	1	54,000	540.00
