CDIAToBrokerCode	CDIA	Start	2026-01-02	End	2026-01-02	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	331,420	57,021,971,500	1720.54	1	XL	331,776	57,135,709,000	1722.12
CC	181,535	31,235,784,500	1720.65	2	CC	166,643	28,690,805,000	1721.69
XC	133,680	23,001,748,000	1720.66	3	XC	158,656	27,273,253,500	1719.02
YP	112,060	19,296,516,000	1721.98	4	PD	118,117	20,299,873,000	1718.62
PD	87,622	15,060,318,500	1718.78	5	YP	96,636	16,602,267,000	1718.02
ZP	83,342	14,367,327,000	1723.90	6	NI	80,327	13,785,745,500	1716.20
AK	77,328	13,251,742,500	1713.71	7	OD	60,897	10,470,146,500	1719.32
YB	63,135	10,866,530,000	1721.16	8	AK	50,663	8,681,437,000	1713.57
SQ	50,183	8,614,577,500	1716.63	9	LG	45,796	7,861,006,000	1716.53
NI	47,469	8,193,611,000	1726.10	10	YU	42,220	7,269,939,000	1721.92
CP	38,740	6,646,714,000	1715.72	11	AZ	39,015	6,680,377,000	1712.26
MG	38,358	6,600,281,500	1720.71	12	ZP	37,654	6,495,864,000	1725.15
KK	27,535	4,718,822,500	1713.75	13	CD	34,685	5,952,828,000	1716.25
YU	23,211	3,991,467,000	1719.64	14	BB	34,484	5,918,812,000	1716.39
AZ	22,310	3,828,464,000	1716.03	15	DP	34,484	5,912,145,500	1714.46
GR	20,762	3,562,455,500	1715.85	16	MG	28,416	4,907,570,000	1727.04
IF	19,235	3,301,405,000	1716.35	17	CP	27,993	4,800,866,000	1715.02
XA	15,908	2,724,422,500	1712.61	18	YB	21,892	3,766,163,500	1720.34
AI	14,317	2,454,491,000	1714.39	19	KK	21,302	3,662,902,500	1719.51
OD	14,285	2,454,218,500	1718.04	20	HD	20,065	3,427,995,000	1708.45
IN	13,585	2,329,827,500	1715.00	21	GR	15,779	2,696,666,500	1709.02
AO	13,007	2,236,164,500	1719.20	22	IN	15,010	2,566,745,000	1710.02
DH	13,005	2,225,467,000	1711.24	23	DH	14,474	2,477,980,000	1712.02
BK	12,838	2,201,521,000	1714.85	24	SQ	12,626	2,173,186,500	1721.20
DR	12,792	2,196,420,500	1717.03	25	BQ	10,686	1,847,966,500	1729.33
BQ	12,464	2,141,681,000	1718.29	26	XA	8,943	1,545,039,000	1727.65
LS	10,619	1,803,026,500	1697.92	27	EP	6,864	1,190,430,500	1734.31
RF	10,308	1,770,664,000	1717.76	28	YJ	5,894	1,013,021,000	1718.73
EP	9,736	1,671,284,000	1716.60	29	BK	5,761	995,735,500	1728.41
TP	8,085	1,400,360,500	1732.05	30	DR	5,388	931,385,500	1728.63
SH	7,573	1,298,944,500	1715.23	31	TP	5,028	864,750,500	1719.87
LG	7,566	1,295,357,500	1712.08	32	AI	3,573	616,549,500	1725.58
AG	6,830	1,167,215,000	1708.95	33	HP	3,248	557,435,000	1716.24
BR	6,100	1,045,950,000	1714.67	34	AO	2,558	438,679,000	1714.93
HP	4,872	839,275,000	1722.65	35	AT	2,404	411,427,000	1711.43
KI	4,605	791,116,000	1717.95	36	KI	2,037	350,127,000	1718.84
FS	4,400	764,800,000	1738.18	37	MI	2,000	346,750,000	1733.75
AF	3,638	632,897,000	1739.68	38	ES	2,000	343,500,000	1717.50
CD	3,659	623,366,500	1703.65	39	AG	1,916	331,600,500	1730.69
YJ	3,639	621,787,500	1708.68	40	BR	1,210	207,350,000	1713.64
ES	3,015	519,056,000	1721.58	41	IH	1,003	175,525,000	1750.00
AT	2,625	449,725,500	1713.24	42	IU	990	168,687,500	1703.91
FZ	1,825	312,530,000	1712.49	43	DX	733	127,375,000	1737.72
IU	1,825	311,677,500	1707.82	44	FZ	700	119,350,000	1705.00
PG	825	139,425,000	1690.00	45	PG	641	112,478,500	1754.73
MI	750	128,500,000	1713.33	46	RO	522	89,907,000	1722.36
ZR	700	120,100,000	1715.71	47	RG	500	87,150,000	1743.00
RO	556	95,026,000	1709.10	48	FS	300	50,950,000	1698.33
IT	500	85,500,000	1710.00	49	LS	252	43,068,000	1709.05
DX	356	61,080,500	1715.74	50	IF	246	42,312,500	1720.02
BS	300	52,050,000	1735.00	51	SH	240	41,366,500	1723.60
RS	250	43,125,000	1725.00	52	RF	228	39,900,000	1750.00
RG	250	42,562,500	1702.50	53	PC	222	37,818,000	1703.51
MU	243	41,565,500	1710.51	54	RB	100	17,300,000	1730.00
HD	190	32,825,000	1727.63	55	ZR	100	17,250,000	1725.00
AN	100	16,950,000	1695.00	56	DD	65	11,440,000	1760.00
PC	86	14,835,500	1725.06	57	EL	50	8,550,000	1710.00
JB	30	5,120,000	1706.67	58	SF	42	7,203,000	1715.00
GI	3	513,000	1710.00	59	JB	30	5,137,500	1712.50
IC	1	172,500	1725.00	60	PO	30	5,100,000	1700.00
TF	1	170,000	1700.00	61	MU	27	4,664,000	1727.41
 	 	 	 	62	ID	20	3,490,000	1745.00
 	 	 	 	63	QA	12	2,046,000	1705.00
 	 	 	 	64	SS	10	1,725,000	1725.00
 	 	 	 	65	PF	4	680,000	1700.00
