CDIAToBrokerCode	CDIA	Start	2026-01-05	End	2026-01-05	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	250,015	42,469,467,500	1698.68	1	XL	240,973	40,900,332,000	1697.30
CC	145,374	24,661,617,500	1696.43	2	GR	138,127	23,383,147,000	1692.87
XC	111,065	18,873,385,500	1699.31	3	XC	102,500	17,413,251,000	1698.85
YP	76,864	13,044,581,500	1697.10	4	CC	97,186	16,527,011,500	1700.55
NI	73,910	12,552,148,500	1698.30	5	AK	77,997	13,309,527,000	1706.42
AO	64,860	11,014,248,500	1698.16	6	YP	76,276	12,951,346,000	1697.96
OD	58,192	9,884,852,000	1698.66	7	PD	72,228	12,247,982,500	1695.74
PD	47,728	8,099,693,000	1697.05	8	NI	49,619	8,416,042,000	1696.13
GR	39,256	6,668,765,000	1698.79	9	SQ	26,341	4,475,347,000	1699.00
SQ	35,627	6,042,026,000	1695.91	10	ZP	25,511	4,342,705,500	1702.29
CP	24,233	4,125,742,000	1702.53	11	LG	24,737	4,195,037,000	1695.86
KK	22,833	3,873,810,000	1696.58	12	OD	22,706	3,851,958,500	1696.45
DR	19,947	3,387,743,000	1698.37	13	YU	19,742	3,352,343,000	1698.08
AZ	19,649	3,342,555,500	1701.13	14	CD	14,914	2,528,859,000	1695.63
ZP	16,041	2,728,437,000	1700.91	15	BB	14,890	2,526,454,000	1696.75
YB	15,808	2,687,492,000	1700.08	16	DP	14,890	2,524,788,000	1695.63
LG	13,149	2,235,928,000	1700.45	17	KK	13,455	2,283,508,000	1697.14
HP	12,920	2,186,718,500	1692.51	18	DR	13,245	2,249,482,000	1698.36
IN	12,025	2,040,360,000	1696.77	19	CP	12,851	2,185,434,000	1700.59
AK	9,237	1,571,843,500	1701.68	20	RS	10,214	1,734,605,000	1698.26
BQ	8,883	1,508,460,000	1698.14	21	YB	9,057	1,541,592,000	1702.10
DH	8,572	1,458,697,500	1701.70	22	LS	7,365	1,254,550,000	1703.39
TP	8,379	1,419,962,500	1694.67	23	HP	6,405	1,086,127,000	1695.75
MG	7,681	1,307,529,000	1702.29	24	BK	6,356	1,080,872,500	1700.55
EP	6,954	1,178,864,000	1695.23	25	BR	6,000	1,018,500,000	1697.50
YU	5,018	849,785,000	1693.47	26	AO	4,214	724,565,500	1719.42
CD	3,796	645,104,000	1699.43	27	AI	4,251	721,053,500	1696.20
AG	3,495	592,045,000	1693.98	28	EP	3,694	627,260,000	1698.05
AI	2,845	482,903,000	1697.37	29	BQ	3,370	574,414,000	1704.49
XA	2,536	430,421,500	1697.25	30	MG	3,275	554,676,000	1693.67
RF	2,100	358,900,000	1709.05	31	AZ	3,245	551,471,000	1699.45
HD	2,075	352,712,500	1699.82	32	AG	2,873	492,771,500	1715.18
IF	1,989	337,846,500	1698.57	33	IF	2,773	471,926,500	1701.86
EL	2,000	337,000,000	1685.00	34	TP	2,690	457,019,500	1698.96
AT	1,818	308,427,000	1696.52	35	ES	2,210	375,547,500	1699.31
KI	1,819	308,085,500	1693.71	36	XA	2,081	352,858,000	1695.62
LS	1,456	245,637,000	1687.07	37	DH	1,964	332,405,000	1692.49
ES	1,299	220,178,500	1694.98	38	IU	1,525	263,012,500	1724.67
PO	1,205	204,242,500	1694.96	39	KI	1,469	253,210,500	1723.69
YJ	958	162,189,000	1693.00	40	PO	1,200	202,200,000	1685.00
RG	658	111,281,000	1691.20	41	YJ	1,181	200,700,500	1699.41
BR	628	106,758,500	1699.98	42	AT	936	159,093,000	1699.71
SH	580	98,495,000	1698.19	43	FZ	806	139,369,500	1729.15
BK	545	94,557,500	1735.00	44	HD	645	109,650,000	1700.00
RO	512	86,732,000	1693.98	45	IN	620	105,400,000	1700.00
SA	500	84,000,000	1680.00	46	RO	325	55,395,000	1704.46
PC	439	74,626,500	1699.92	47	RG	221	37,570,000	1700.00
DX	368	62,454,500	1697.13	48	DX	105	17,839,000	1698.95
OK	250	42,450,000	1698.00	49	RF	100	17,000,000	1700.00
SF	242	41,034,000	1695.62	50	AF	100	16,950,000	1695.00
IU	180	30,885,000	1715.83	51	FS	99	16,780,500	1695.00
DU	182	30,743,000	1689.18	52	SH	56	9,520,000	1700.00
AF	168	28,392,000	1690.00	53	DU	31	5,254,500	1695.00
MU	132	22,274,500	1687.46	54	QA	16	2,744,000	1715.00
AN	110	19,010,000	1728.18	55	TF	10	1,700,000	1700.00
FS	100	17,000,000	1700.00	56	MU	2	340,000	1700.00
FZ	100	17,000,000	1700.00	57	SF	1	169,500	1695.00
AH	100	16,950,000	1695.00	58	 	 	 	 
ZR	100	16,950,000	1695.00	59	 	 	 	 
ID	85	14,480,000	1703.53	60	 	 	 	 
QA	43	7,422,500	1726.16	61	 	 	 	 
PF	25	4,227,500	1691.00	62	 	 	 	 
JB	10	1,700,000	1700.00	63	 	 	 	 
TF	5	840,000	1680.00	64	 	 	 	 
