CDIAToBrokerCode	CDIA	Start	2026-01-26	End	2026-01-26	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	188,156	26,097,425,500	1387.01	1	XL	180,889	25,113,201,500	1388.32
AK	178,913	24,793,322,500	1385.78	2	XC	109,731	15,215,756,500	1386.64
CC	156,406	21,730,936,000	1389.39	3	AK	95,915	13,353,826,500	1392.26
BK	86,461	12,015,363,000	1389.69	4	CC	95,962	13,344,633,500	1390.62
XC	75,058	10,403,668,000	1386.08	5	YP	95,306	13,244,240,000	1389.65
ZP	65,937	9,025,650,500	1368.83	6	NI	79,772	10,996,557,500	1378.50
NI	61,514	8,518,378,000	1384.79	7	AO	72,529	9,896,140,000	1364.44
PD	53,363	7,383,493,000	1383.64	8	PD	59,539	8,241,642,000	1384.24
YP	50,469	7,003,644,500	1387.71	9	SQ	42,427	5,919,369,500	1395.19
SQ	39,357	5,426,252,500	1378.73	10	HP	40,526	5,620,132,000	1386.80
CP	25,836	3,586,346,500	1388.12	11	BQ	31,250	4,335,646,500	1387.41
OD	19,506	2,701,306,500	1384.86	12	ZP	23,831	3,298,110,000	1383.96
GR	18,910	2,638,425,000	1395.25	13	YU	21,539	3,017,647,000	1401.02
DH	15,720	2,176,724,500	1384.68	14	BK	17,869	2,455,223,000	1374.01
KK	12,991	1,803,240,500	1388.07	15	CP	17,424	2,434,341,500	1397.12
EP	12,839	1,794,641,000	1397.80	16	KK	17,318	2,391,519,000	1380.94
TP	12,894	1,782,900,500	1382.74	17	OD	16,880	2,349,137,500	1391.67
SH	10,530	1,479,170,000	1404.72	18	GR	16,068	2,239,845,500	1393.98
HP	9,244	1,293,471,000	1399.25	19	LG	14,316	1,983,128,000	1385.25
LG	8,002	1,110,912,500	1388.29	20	DR	13,781	1,908,095,000	1384.58
LS	5,905	824,747,000	1396.69	21	EP	11,573	1,611,192,000	1392.20
DR	5,204	725,052,500	1393.26	22	MG	9,939	1,365,522,500	1373.90
YB	4,944	685,041,000	1385.60	23	BB	8,501	1,178,085,000	1385.82
XA	3,848	535,605,500	1391.91	24	CD	8,513	1,177,228,000	1382.86
MG	3,687	515,342,500	1397.73	25	YB	7,951	1,103,719,500	1388.15
AZ	3,198	445,323,500	1392.51	26	DH	7,665	1,065,238,500	1389.74
ES	3,067	426,729,000	1391.36	27	TP	6,059	838,789,500	1384.37
CD	2,960	410,750,000	1387.67	28	AZ	5,368	739,429,000	1377.48
BQ	2,537	353,662,500	1394.02	29	IF	4,023	564,573,000	1403.36
YJ	2,491	342,991,000	1376.92	30	XA	3,771	522,611,000	1385.87
KI	1,427	196,683,000	1378.30	31	YJ	3,560	491,935,000	1381.84
YU	1,369	190,536,000	1391.79	32	AT	1,844	255,878,500	1387.63
HD	1,300	182,930,000	1407.15	33	IU	1,600	221,950,000	1387.19
MU	1,093	154,283,000	1411.56	34	AG	1,293	178,727,000	1382.27
AI	797	109,356,000	1372.10	35	DX	1,143	158,016,000	1382.47
IF	728	100,201,500	1376.39	36	RG	1,120	156,055,000	1393.35
QA	609	85,416,500	1402.57	37	ES	750	102,375,000	1365.00
AG	540	75,459,000	1397.39	38	HD	650	89,400,000	1375.38
DU	516	71,842,500	1392.30	39	PC	535	73,797,500	1379.39
AT	504	69,899,000	1386.88	40	PI	510	71,400,000	1400.00
RO	302	41,675,000	1379.97	41	KI	468	64,124,000	1370.17
DX	294	40,821,500	1388.49	42	DU	399	56,458,500	1415.00
AO	233	32,688,500	1402.94	43	AI	328	45,061,000	1373.81
RG	210	29,500,000	1404.76	44	ZR	272	37,242,000	1369.19
AF	205	28,292,500	1380.12	45	LS	115	16,163,000	1405.48
SA	200	27,400,000	1370.00	46	SH	105	14,325,000	1364.29
ID	180	25,045,000	1391.39	47	FZ	100	13,950,000	1395.00
JB	100	14,025,000	1402.50	48	BS	95	13,205,000	1390.00
IU	100	13,700,000	1370.00	49	GA	30	4,080,000	1360.00
ZR	100	13,600,000	1360.00	50	JB	5	689,500	1379.00
PG	80	10,910,000	1363.75	51	IN	5	680,000	1360.00
FS	61	8,378,000	1373.44	52	PG	4	549,000	1372.50
RS	50	6,900,000	1380.00	53	QA	3	419,500	1398.33
AN	50	6,825,000	1365.00	54	SF	1	137,000	1370.00
IH	45	6,287,500	1397.22	55	 	 	 	 
PC	31	4,338,500	1399.52	56	 	 	 	 
BR	30	4,185,000	1395.00	57	 	 	 	 
GA	30	4,140,000	1380.00	58	 	 	 	 
RB	12	1,656,000	1380.00	59	 	 	 	 
SF	11	1,499,000	1362.73	60	 	 	 	 
II	10	1,365,000	1365.00	61	 	 	 	 
IN	5	702,500	1405.00	62	 	 	 	 
BS	1	141,000	1410.00	63	 	 	 	 
