CUANToBrokerCode	CUAN	Start	2025-12-08	End	2025-12-08	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	225,265	60,504,302,000	2685.92	1	CC	165,598	44,430,862,000	2683.06
ZP	175,357	47,019,653,000	2681.37	2	XL	138,169	37,106,261,000	2685.57
XC	57,900	15,524,983,000	2681.34	3	AK	108,794	29,302,631,000	2693.41
CC	48,497	13,028,079,000	2686.37	4	BK	107,230	28,658,821,000	2672.65
MG	41,666	11,099,770,000	2663.99	5	TP	96,225	25,529,485,000	2653.10
AK	41,069	10,993,224,000	2676.77	6	YU	42,386	11,428,115,000	2696.20
YP	39,239	10,520,120,000	2681.04	7	YP	34,172	9,172,709,000	2684.28
SQ	34,099	9,128,506,000	2677.06	8	PD	31,435	8,398,231,000	2671.62
AZ	29,980	8,131,952,000	2712.46	9	AZ	28,542	7,725,402,000	2706.68
PD	24,428	6,546,741,000	2680.02	10	XC	23,819	6,381,565,000	2679.19
NI	23,141	6,188,328,000	2674.18	11	SQ	20,963	5,591,110,000	2667.13
CP	21,262	5,711,208,000	2686.11	12	GR	15,515	4,154,613,000	2677.80
YU	20,416	5,494,862,000	2691.45	13	YB	12,101	3,255,365,000	2690.16
KK	18,788	5,033,678,000	2679.20	14	CP	10,476	2,826,604,000	2698.17
CD	18,549	4,949,578,000	2668.38	15	DH	9,707	2,634,433,000	2713.95
LG	15,923	4,297,029,000	2698.63	16	IF	9,726	2,626,990,000	2701.00
GR	15,315	4,098,714,000	2676.27	17	MG	9,462	2,540,498,000	2684.95
XA	11,641	3,130,627,000	2689.31	18	AG	8,966	2,408,160,000	2685.88
YB	10,786	2,876,507,000	2666.89	19	EP	8,803	2,340,773,000	2659.06
BK	8,634	2,307,850,000	2672.98	20	OD	7,757	2,093,997,000	2699.49
FZ	7,326	1,974,016,000	2694.53	21	CD	7,167	1,913,442,000	2669.79
BQ	7,143	1,914,357,000	2680.05	22	NI	7,013	1,881,594,000	2683.01
HP	6,790	1,811,274,000	2667.56	23	ZP	5,707	1,554,564,000	2723.96
EP	6,736	1,804,709,000	2679.20	24	LG	5,773	1,545,183,000	2676.57
OD	5,570	1,489,046,000	2673.33	25	AI	5,749	1,527,851,000	2657.59
DH	4,418	1,181,172,000	2673.54	26	KK	5,706	1,525,262,000	2673.08
TP	4,146	1,112,159,000	2682.49	27	FZ	5,475	1,486,700,000	2715.43
DR	4,083	1,093,236,000	2677.53	28	BQ	4,727	1,274,268,000	2695.72
IF	3,796	1,004,893,000	2647.24	29	AO	3,698	998,023,000	2698.82
AI	3,089	829,611,000	2685.69	30	HP	3,709	996,632,000	2687.06
RX	3,114	825,210,000	2650.00	31	YJ	1,641	440,543,000	2684.60
AO	2,767	731,227,000	2642.67	32	DR	1,421	381,681,000	2686.00
HD	2,200	581,800,000	2644.55	33	LS	950	254,750,000	2681.58
YJ	2,133	570,600,000	2675.11	34	IU	850	231,350,000	2721.76
KI	1,477	395,841,000	2680.03	35	BS	850	230,350,000	2710.00
AT	1,114	298,230,000	2677.11	36	BR	500	132,500,000	2650.00
EL	1,000	264,500,000	2645.00	37	IN	400	105,600,000	2640.00
LS	615	165,050,000	2683.74	38	KI	368	99,377,000	2700.46
AG	446	118,802,000	2663.72	39	AT	366	97,773,000	2671.39
IN	400	107,600,000	2690.00	40	XA	275	73,978,000	2690.11
BR	300	79,200,000	2640.00	41	MI	270	72,030,000	2667.78
IH	250	67,500,000	2700.00	42	RG	100	27,000,000	2700.00
DX	212	56,381,000	2659.48	43	DX	80	21,350,000	2668.75
SA	200	53,500,000	2675.00	44	HD	50	13,620,000	2724.00
AN	200	53,000,000	2650.00	45	IH	26	7,010,000	2696.15
ZR	200	52,900,000	2645.00	46	ES	10	2,660,000	2660.00
SS	141	37,486,000	2658.58	47	SH	10	2,650,000	2650.00
ES	115	31,195,000	2712.61	48	MU	3	816,000	2720.00
IU	102	27,138,000	2660.59	49	 	 	 	 
RF	100	26,900,000	2690.00	50	 	 	 	 
PG	100	26,900,000	2690.00	51	 	 	 	 
OK	100	26,900,000	2690.00	52	 	 	 	 
MU	86	22,776,000	2648.37	53	 	 	 	 
RO	75	20,050,000	2673.33	54	 	 	 	 
SH	75	19,965,000	2662.00	55	 	 	 	 
PO	50	13,500,000	2700.00	56	 	 	 	 
PC	40	10,590,000	2647.50	57	 	 	 	 
RG	35	9,305,000	2658.57	58	 	 	 	 
ID	25	6,675,000	2670.00	59	 	 	 	 
RS	9	2,394,000	2660.00	60	 	 	 	 
QA	6	1,614,000	2690.00	61	 	 	 	 
GI	1	269,000	2690.00	62	 	 	 	 
