ANTMToBrokerCode	ANTM	Start	2025-10-07	End	2025-10-07	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	190,060	60,640,386,000	3190.59	1	CC	212,076	67,843,412,000	3199.01
YP	150,219	48,032,725,000	3197.51	2	YP	107,436	34,344,978,000	3196.78
ZP	114,917	36,788,771,500	3201.33	3	YU	97,830	31,155,796,000	3184.69
XL	109,687	34,843,572,000	3176.64	4	XL	91,176	29,148,261,000	3196.92
XC	62,902	19,973,768,000	3175.38	5	AK	78,843	25,142,626,000	3188.95
NI	43,356	13,798,021,000	3182.49	6	ZP	61,986	19,657,967,500	3171.36
PD	40,181	12,781,115,000	3180.89	7	BB	56,418	17,805,000,000	3155.91
CP	38,366	12,203,036,000	3180.69	8	OD	53,393	16,876,024,000	3160.72
KK	36,618	11,694,820,000	3193.74	9	BK	48,289	15,366,987,400	3182.24
AK	36,159	11,539,807,000	3191.41	10	XC	43,125	13,731,852,000	3184.20
BK	30,205	9,609,776,400	3181.42	11	NI	37,050	11,847,169,000	3197.62
YU	30,062	9,560,349,000	3180.21	12	KK	37,364	11,799,859,000	3158.08
SQ	25,306	8,046,096,000	3179.52	13	PD	34,422	11,004,593,000	3196.97
OD	22,775	7,233,272,000	3175.97	14	MG	28,084	8,973,759,000	3195.33
DR	22,635	7,191,313,000	3177.08	15	AT	23,298	7,488,802,000	3214.35
AT	20,545	6,600,976,000	3212.94	16	CP	19,132	6,128,235,000	3203.13
GR	16,672	5,305,147,000	3182.07	17	SQ	16,869	5,385,488,000	3192.54
HP	15,824	5,062,774,000	3199.43	18	LG	15,735	5,025,246,000	3193.67
MG	15,390	4,920,891,000	3197.46	19	GR	11,792	3,746,983,000	3177.56
BB	12,989	4,134,112,000	3182.78	20	HD	9,937	3,198,400,000	3218.68
EP	11,297	3,598,544,000	3185.40	21	EP	9,754	3,112,530,000	3191.03
HD	10,697	3,437,635,000	3213.64	22	AZ	8,345	2,661,102,000	3188.86
LG	9,894	3,141,465,000	3175.12	23	XA	6,214	1,958,100,000	3151.11
AZ	9,692	3,112,596,000	3211.51	24	BQ	6,038	1,932,649,000	3200.81
AG	9,706	3,072,496,000	3165.56	25	DR	5,293	1,681,021,000	3175.93
XA	7,555	2,392,975,000	3167.41	26	DX	3,599	1,151,878,000	3200.55
DH	7,140	2,273,792,000	3184.58	27	PP	3,600	1,142,755,000	3174.32
ZR	6,200	1,974,300,000	3184.35	28	ZR	2,800	884,200,000	3157.86
IF	5,777	1,831,796,000	3170.84	29	TP	2,710	861,276,000	3178.14
IN	5,000	1,623,000,000	3246.00	30	YB	2,554	805,504,000	3153.89
PF	5,000	1,565,000,000	3130.00	31	YJ	2,446	784,987,000	3209.27
TP	3,856	1,223,867,000	3173.93	32	CD	1,933	620,260,000	3208.79
YJ	3,724	1,184,651,000	3181.13	33	IF	1,893	604,751,000	3194.67
KI	3,253	1,026,984,000	3157.04	34	KI	1,690	543,212,000	3214.27
BQ	3,170	1,008,408,000	3181.10	35	DH	1,394	444,084,000	3185.68
DX	2,338	749,082,000	3203.94	36	AI	1,181	374,194,000	3168.45
CD	1,580	496,755,000	3144.02	37	IN	1,145	367,965,000	3213.67
IT	1,550	487,950,000	3148.06	38	AG	752	240,000,000	3191.49
AO	1,429	457,641,000	3202.53	39	HP	745	235,376,000	3159.41
AI	1,171	371,578,000	3173.17	40	RX	549	172,372,000	3139.74
YB	1,027	326,696,000	3181.07	41	RS	500	160,500,000	3210.00
RO	1,019	322,169,000	3161.62	42	LS	319	101,306,000	3175.74
ES	630	199,152,000	3161.14	43	RF	309	100,071,000	3238.54
RS	500	158,000,000	3160.00	44	FS	256	81,174,000	3170.86
RF	470	147,550,000	3139.36	45	IU	188	59,408,000	3160.00
LS	461	146,145,000	3170.17	46	ES	105	33,800,000	3219.05
SH	292	93,330,000	3196.23	47	FZ	100	31,600,000	3160.00
SF	240	75,945,000	3164.38	48	SH	60	19,110,000	3185.00
SS	225	70,825,000	3147.78	49	AF	50	15,700,000	3140.00
RG	200	63,800,000	3190.00	50	AO	43	13,804,000	3210.23
BR	150	47,400,000	3160.00	51	RO	30	9,600,000	3200.00
DU	141	44,818,000	3178.58	52	BR	10	3,250,000	3250.00
MU	135	42,425,000	3142.59	53	AD	5	1,595,000	3190.00
FZ	110	35,160,000	3196.36	54	MU	5	1,590,000	3180.00
PP	106	33,284,000	3140.00	55	EL	3	960,000	3200.00
GI	100	31,300,000	3130.00	56	JB	3	942,000	3140.00
AF	50	15,750,000	3150.00	57	PC	1	325,000	3250.00
RB	30	9,600,000	3200.00	58	 	 	 	 
IH	25	7,900,000	3160.00	59	 	 	 	 
JB	23	7,304,000	3175.65	60	 	 	 	 
DD	20	6,320,000	3160.00	61	 	 	 	 
PC	14	4,455,000	3182.14	62	 	 	 	 
FS	5	1,595,000	3190.00	63	 	 	 	 
QA	3	954,000	3180.00	64	 	 	 	 
PI	2	636,000	3180.00	65	 	 	 	 
BS	2	633,000	3165.00	66	 	 	 	 
