CDIAToBrokerCode	CDIA	Start	2026-02-03	End	2026-02-03	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	355,602	36,248,802,500	1019.36	1	CC	309,211	31,899,672,000	1031.65
AK	292,269	29,611,952,500	1013.17	2	XL	292,125	29,563,466,000	1012.01
XL	235,547	24,247,439,500	1029.41	3	YP	121,444	12,552,849,500	1033.63
BK	212,276	21,894,748,500	1031.43	4	PD	117,904	12,136,735,000	1029.37
YP	76,905	7,866,812,000	1022.93	5	XC	107,996	11,002,546,500	1018.79
CP	76,441	7,843,706,000	1026.11	6	AK	104,868	10,761,751,000	1026.22
XC	67,569	6,958,352,000	1029.81	7	KK	84,108	8,682,558,000	1032.31
PD	66,340	6,863,842,000	1034.65	8	NI	75,005	7,774,240,500	1036.50
NI	46,478	4,780,838,500	1028.62	9	SQ	52,347	5,302,450,000	1012.94
HP	44,533	4,663,639,000	1047.23	10	BK	47,706	5,004,920,500	1049.12
KK	38,066	4,009,977,500	1053.43	11	DR	42,791	4,455,817,000	1041.30
SQ	36,549	3,797,388,500	1038.99	12	MG	42,433	4,348,994,000	1024.91
MG	37,969	3,787,377,000	997.49	13	ZP	44,023	4,334,887,500	984.69
XA	22,276	2,344,598,000	1052.52	14	LG	39,438	4,103,654,500	1040.53
OD	20,175	2,098,150,500	1039.98	15	GR	40,184	3,969,880,500	987.93
ZP	19,379	2,039,234,500	1052.29	16	OD	30,908	3,236,182,500	1047.04
AZ	20,080	2,017,999,500	1004.98	17	YU	24,518	2,542,360,500	1036.94
DR	18,524	1,921,231,000	1037.16	18	CP	23,867	2,455,071,500	1028.65
BQ	16,294	1,685,462,000	1034.41	19	DP	22,677	2,352,978,500	1037.61
AO	14,624	1,520,656,000	1039.84	20	CD	21,802	2,271,935,000	1042.08
KI	14,611	1,512,917,000	1035.46	21	AO	17,111	1,781,417,000	1041.09
GR	14,777	1,493,925,000	1010.98	22	YB	16,961	1,689,926,500	996.36
EP	11,464	1,196,396,500	1043.61	23	TP	15,321	1,595,257,500	1041.22
LG	8,528	882,996,000	1035.41	24	AZ	13,730	1,398,947,000	1018.90
TP	7,215	750,454,500	1040.13	25	KI	12,786	1,367,409,000	1069.46
YB	6,767	697,834,500	1031.23	26	EP	12,902	1,295,830,000	1004.36
YU	6,496	676,985,000	1042.16	27	HP	11,923	1,251,423,500	1049.59
LS	5,751	610,517,000	1061.58	28	BQ	9,452	965,584,500	1021.57
DH	3,399	352,583,000	1037.31	29	YJ	8,450	883,260,000	1045.28
FS	2,800	281,500,000	1005.36	30	XA	7,735	813,674,500	1051.94
IF	2,623	273,670,500	1043.35	31	IF	6,754	671,792,500	994.66
FZ	2,300	218,747,000	951.07	32	MU	5,090	531,949,500	1045.09
DX	1,990	206,298,000	1036.67	33	AT	5,036	524,514,500	1041.53
JB	1,550	164,150,000	1059.03	34	LS	4,850	503,200,000	1037.53
ES	1,152	120,562,500	1046.55	35	SH	3,850	379,105,500	984.69
HD	1,070	107,940,000	1008.79	36	HD	2,713	285,198,000	1051.23
AT	1,008	102,858,500	1020.42	37	DH	2,263	233,728,500	1032.83
AG	879	89,875,500	1022.47	38	FZ	2,309	230,322,000	997.50
IU	660	67,270,000	1019.24	39	DX	1,984	207,536,000	1046.05
PC	610	62,730,000	1028.36	40	FS	2,020	203,125,000	1005.57
SH	601	62,656,500	1042.54	41	GA	1,276	134,318,000	1052.65
AN	500	52,250,000	1045.00	42	SA	1,223	122,827,000	1004.31
RO	370	39,647,500	1071.55	43	AI	1,043	106,495,500	1021.05
PO	365	38,915,000	1066.16	44	PC	869	90,982,500	1046.98
AI	378	38,366,500	1014.99	45	RO	725	73,864,000	1018.81
YJ	286	27,438,500	959.39	46	AG	703	72,529,000	1031.71
QA	193	20,290,000	1051.30	47	IU	660	68,900,000	1043.94
ID	165	15,842,500	960.15	48	PG	601	57,407,500	955.20
MU	163	15,491,000	950.37	49	BR	354	36,800,000	1039.55
RG	125	13,437,500	1075.00	50	ES	200	21,050,000	1052.50
GA	100	10,750,000	1075.00	51	RG	200	20,500,000	1025.00
BS	100	10,250,000	1025.00	52	QA	166	17,490,500	1053.64
SA	50	5,125,000	1025.00	53	ID	120	12,320,000	1026.67
ZR	30	3,225,000	1075.00	54	IH	84	7,980,000	950.00
PF	30	3,035,000	1011.67	55	PO	60	6,390,000	1065.00
SF	16	1,649,000	1030.63	56	RS	50	5,400,000	1080.00
CD	5	527,500	1055.00	57	ZR	50	5,325,000	1065.00
BR	5	520,000	1040.00	58	PF	30	3,120,000	1040.00
GI	3	318,500	1061.67	59	DU	10	1,060,000	1060.00
PG	1	103,500	1035.00	60	JB	9	943,500	1048.33
 	 	 	 	61	AN	4	402,000	1005.00
