CDIAToBrokerCode	CDIA	Start	2026-02-12	End	2026-02-12	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	214,168	25,487,115,000	1190.05	1	XL	170,061	20,198,550,500	1187.72
AO	134,797	16,066,966,000	1191.94	2	AK	143,076	17,084,649,000	1194.10
PD	92,651	10,992,551,000	1186.45	3	CC	137,216	16,179,763,000	1179.15
XC	90,033	10,712,334,000	1189.82	4	XC	80,062	9,473,496,000	1183.27
CC	89,865	10,640,386,000	1184.04	5	NI	63,816	7,575,699,000	1187.12
AK	72,275	8,554,407,500	1183.59	6	PD	56,462	6,689,348,000	1184.75
YP	65,117	7,719,397,000	1185.47	7	BK	54,659	6,512,237,500	1191.43
SQ	48,183	5,714,100,500	1185.92	8	MG	51,075	6,136,951,500	1201.56
AZ	40,482	4,810,508,000	1188.31	9	ZP	47,104	5,623,629,000	1193.88
MG	39,345	4,744,277,000	1205.81	10	YP	44,338	5,265,713,000	1187.63
NI	36,822	4,369,723,000	1186.72	11	CP	39,575	4,683,023,000	1183.33
KK	35,740	4,236,438,500	1185.35	12	AO	33,379	3,957,108,000	1185.51
CP	27,212	3,235,166,500	1188.87	13	SQ	32,752	3,862,388,000	1179.28
OD	25,661	3,030,427,500	1180.95	14	KK	26,104	3,097,823,000	1186.72
HP	19,784	2,372,102,000	1199.00	15	GR	20,327	2,403,002,000	1182.17
GR	16,005	1,897,022,500	1185.27	16	AZ	12,937	1,536,884,500	1187.98
TP	14,339	1,681,127,500	1172.42	17	BQ	12,119	1,443,797,500	1191.35
BK	12,728	1,493,532,500	1173.42	18	MI	12,000	1,438,500,000	1198.75
EP	12,180	1,453,650,500	1193.47	19	SH	11,840	1,409,030,000	1190.06
DR	12,249	1,451,054,500	1184.63	20	EP	11,554	1,379,900,000	1194.31
ZP	9,928	1,177,273,500	1185.81	21	YB	11,300	1,343,033,500	1188.53
BS	8,633	1,035,760,000	1199.77	22	HP	11,078	1,309,237,500	1181.84
LG	7,708	921,956,000	1196.10	23	DR	9,852	1,178,437,500	1196.14
IF	7,198	851,388,000	1182.81	24	LG	9,443	1,132,384,000	1199.18
YU	5,279	628,432,500	1190.44	25	XA	9,273	1,102,734,500	1189.19
BR	4,503	531,361,500	1180.02	26	OD	8,002	949,067,500	1186.04
YB	4,285	510,564,500	1191.52	27	AI	7,554	901,923,500	1193.97
BQ	3,983	478,274,000	1200.79	28	IN	6,100	734,600,000	1204.26
XA	3,814	450,573,000	1181.37	29	CD	5,876	705,003,000	1199.80
KI	3,746	441,511,000	1178.62	30	DP	5,194	624,113,000	1201.60
DH	2,658	317,188,500	1193.34	31	DX	5,166	622,369,500	1204.74
AI	2,144	252,927,000	1179.70	32	FZ	4,014	487,086,500	1213.47
AT	1,841	219,304,000	1191.22	33	YJ	3,950	466,925,000	1182.09
YJ	1,524	181,255,000	1189.34	34	KI	3,152	378,823,500	1201.85
DX	1,401	163,837,500	1169.43	35	DH	3,019	358,672,000	1188.05
FZ	1,309	156,080,000	1192.36	36	TP	2,110	251,958,000	1194.11
HD	1,232	147,340,000	1195.94	37	ZR	2,000	234,000,000	1170.00
FS	1,043	124,213,500	1190.93	38	YU	1,641	195,567,000	1191.76
AG	797	94,458,500	1185.18	39	ES	1,500	180,000,000	1200.00
SH	705	83,215,000	1180.35	40	HD	1,132	135,274,000	1195.00
IN	600	70,950,000	1182.50	41	IF	1,048	125,202,000	1194.68
RG	533	62,651,000	1175.44	42	RG	727	86,976,500	1196.38
IH	511	60,078,500	1175.70	43	AT	610	71,570,000	1173.28
PC	340	40,730,000	1197.94	44	AR	523	61,191,000	1170.00
LS	313	37,066,500	1184.23	45	IU	400	48,400,000	1210.00
TF	200	24,200,000	1210.00	46	LS	360	42,695,000	1185.97
RO	146	17,207,500	1178.60	47	QA	280	32,775,000	1170.54
AH	100	11,700,000	1170.00	48	TF	200	23,800,000	1190.00
GI	79	9,395,000	1189.24	49	AG	161	19,161,000	1190.12
IU	52	6,112,000	1175.38	50	RO	147	17,604,000	1197.55
SF	51	6,016,000	1179.61	51	FS	126	15,118,500	1199.88
GA	50	5,850,000	1170.00	52	BS	100	11,750,500	1175.05
MU	41	4,845,500	1181.83	53	PC	83	9,987,500	1203.31
AF	40	4,710,000	1177.50	54	JB	5	582,500	1165.00
CD	36	4,254,000	1181.67	55	 	 	 	 
ID	35	4,095,000	1170.00	56	 	 	 	 
PF	29	3,393,000	1170.00	57	 	 	 	 
QA	19	2,261,500	1190.26	58	 	 	 	 
JB	17	2,032,500	1195.59	59	 	 	 	 
RB	15	1,807,500	1205.00	60	 	 	 	 
DU	7	840,500	1200.71	61	 	 	 	 
AN	1	119,500	1195.00	62	 	 	 	 
