CDIAToBrokerCode	CDIA	Start	2026-02-04	End	2026-02-04	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	215,285	23,554,076,000	1094.09	1	CC	248,325	27,138,477,500	1092.86
CC	97,915	10,640,730,500	1086.73	2	AK	175,537	19,198,821,500	1093.72
PD	91,336	9,999,565,000	1094.81	3	BK	162,147	17,624,420,500	1086.94
XC	83,952	9,172,676,500	1092.61	4	XL	109,839	11,993,028,500	1091.87
XA	71,731	7,788,097,000	1085.74	5	CP	80,350	8,920,390,500	1110.19
AZ	68,148	7,466,231,500	1095.59	6	XC	81,657	8,850,580,500	1083.87
ZP	61,224	6,690,283,500	1092.76	7	YP	40,355	4,390,461,500	1087.96
AK	50,989	5,575,144,000	1093.40	8	PD	40,470	4,389,232,500	1084.56
TP	51,614	5,542,027,000	1073.74	9	NI	40,324	4,370,279,500	1083.79
YP	50,810	5,524,580,000	1087.30	10	ZP	32,748	3,512,557,000	1072.60
NI	42,701	4,647,204,500	1088.31	11	LG	23,744	2,567,342,000	1081.26
CP	38,084	4,170,126,500	1094.98	12	DR	23,225	2,502,256,500	1077.40
KK	37,513	4,065,429,500	1083.74	13	DH	22,154	2,395,636,500	1081.36
AO	36,110	3,872,418,500	1072.40	14	KK	20,737	2,279,517,500	1099.25
SQ	31,416	3,411,846,000	1086.02	15	CD	19,704	2,122,182,500	1077.03
HP	29,446	3,267,845,000	1109.78	16	DP	19,683	2,120,903,500	1077.53
LG	24,127	2,613,457,500	1083.21	17	OD	19,069	2,099,635,000	1101.07
EP	21,479	2,353,571,000	1095.75	18	KI	12,772	1,415,467,000	1108.26
BK	20,651	2,266,935,500	1097.74	19	YU	12,881	1,406,557,000	1091.96
KI	15,078	1,633,056,500	1083.07	20	EP	12,421	1,377,620,000	1109.11
YU	14,327	1,557,800,000	1087.32	21	AO	12,153	1,311,980,500	1079.55
YB	14,128	1,538,009,500	1088.63	22	SQ	8,622	935,537,000	1085.06
DR	11,164	1,223,108,500	1095.58	23	AZ	7,764	848,490,000	1092.85
SH	11,176	1,217,717,500	1089.58	24	GR	6,127	680,692,500	1110.97
MG	10,335	1,123,592,500	1087.17	25	YB	5,680	617,975,000	1087.98
GR	10,197	1,116,105,500	1094.54	26	MG	5,686	612,529,500	1077.26
GA	9,000	1,014,453,000	1127.17	27	FS	3,200	347,755,500	1086.74
OD	9,111	992,470,000	1089.31	28	HP	2,948	319,357,000	1083.30
DH	6,491	701,627,000	1080.92	29	TP	2,775	299,309,000	1078.59
AT	5,938	653,525,500	1100.58	30	XA	2,655	290,506,000	1094.18
BQ	5,526	596,511,500	1079.46	31	QA	2,003	214,318,000	1069.99
ES	4,213	464,749,500	1103.13	32	BQ	1,540	168,166,000	1091.99
FS	2,700	292,100,000	1081.85	33	SH	1,325	144,401,000	1089.82
YJ	1,921	211,546,500	1101.23	34	YJ	1,127	124,997,000	1109.11
AG	1,188	129,376,000	1089.02	35	AI	1,103	121,874,000	1104.93
IN	1,060	115,130,000	1086.13	36	IN	1,000	111,500,000	1115.00
ZR	1,050	111,300,000	1060.00	37	AG	960	104,429,500	1087.81
CD	1,017	109,851,000	1080.15	38	AT	525	56,415,500	1074.58
LS	1,010	109,750,000	1086.63	39	SS	500	55,500,000	1110.00
TS	1,000	107,500,000	1075.00	40	HD	511	54,958,500	1075.51
IF	943	103,883,500	1101.63	41	DX	412	45,833,500	1112.46
AI	753	81,306,500	1079.77	42	MU	133	15,061,000	1132.41
DX	633	69,140,000	1092.26	43	IF	133	14,141,500	1063.27
RG	575	63,012,500	1095.87	44	LS	110	11,865,000	1078.64
KZ	504	54,433,000	1080.02	45	IU	100	11,250,000	1125.00
FZ	502	54,215,000	1079.98	46	PC	100	11,137,500	1113.75
BR	427	46,000,000	1077.28	47	RS	96	11,040,000	1150.00
HD	211	23,673,500	1121.97	48	RG	100	10,641,000	1064.10
SS	200	21,700,000	1085.00	49	SF	65	7,052,500	1085.00
RO	115	12,732,500	1107.17	50	BR	50	5,400,000	1080.00
BS	100	11,150,000	1115.00	51	SA	40	4,360,000	1090.00
IU	100	11,150,000	1115.00	52	RO	25	2,692,500	1077.00
EL	100	10,800,000	1080.00	53	PF	24	2,592,000	1080.00
AF	100	10,800,000	1080.00	54	AN	5	557,500	1115.00
SA	90	9,895,000	1099.44	55	JB	4	448,000	1120.00
ID	70	7,525,000	1075.00	56	 	 	 	 
IT	50	5,500,000	1100.00	57	 	 	 	 
PC	50	5,300,000	1060.00	58	 	 	 	 
PF	24	2,556,000	1065.00	59	 	 	 	 
QA	16	1,770,000	1106.25	60	 	 	 	 
MU	14	1,498,000	1070.00	61	 	 	 	 
AN	5	565,000	1130.00	62	 	 	 	 
