CDIAToBrokerCode	CDIA	Start	2026-02-13	End	2026-02-13	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	149,794	17,270,704,000	1152.96	1	XL	119,196	13,722,094,500	1151.22
CC	100,259	11,548,816,500	1151.90	2	XC	80,921	9,327,565,000	1152.68
XC	74,460	8,603,154,000	1155.41	3	CC	79,641	9,153,616,000	1149.36
AK	66,680	7,672,338,500	1150.62	4	AK	59,264	6,857,804,500	1157.16
PD	51,079	5,886,970,000	1152.52	5	NI	52,299	6,012,526,000	1149.64
YP	45,444	5,229,123,000	1150.67	6	AO	36,136	4,182,161,000	1157.34
NI	31,955	3,671,874,000	1149.08	7	YP	33,486	3,854,602,500	1151.11
SQ	19,167	2,204,196,000	1150.00	8	PD	31,980	3,694,258,000	1155.18
BK	18,971	2,189,987,000	1154.39	9	LG	28,134	3,244,763,500	1153.32
OD	16,272	1,867,618,500	1147.75	10	SQ	22,296	2,568,218,500	1151.87
MG	15,528	1,808,586,000	1164.73	11	DR	22,107	2,539,651,000	1148.80
EP	13,271	1,524,378,000	1148.65	12	CD	18,652	2,144,931,000	1149.97
GR	13,181	1,519,021,500	1152.43	13	DP	18,606	2,140,344,000	1150.35
HP	11,854	1,365,331,000	1151.79	14	MG	15,017	1,717,670,000	1143.82
LG	11,163	1,289,063,500	1154.76	15	KK	13,386	1,546,373,000	1155.22
SH	10,518	1,206,247,000	1146.84	16	CP	11,663	1,348,078,000	1155.86
RG	10,077	1,158,775,500	1149.92	17	SH	9,700	1,124,400,000	1159.18
KK	9,460	1,089,782,000	1151.99	18	EP	9,062	1,057,720,500	1167.20
YU	8,562	994,995,000	1162.11	19	OD	8,864	1,019,558,000	1150.22
CP	8,540	985,465,500	1153.94	20	YU	7,370	847,402,500	1149.80
AZ	7,342	846,717,000	1153.25	21	YB	7,051	813,089,500	1153.15
DR	6,104	700,643,000	1147.84	22	GR	7,012	812,583,000	1158.85
FS	5,605	647,370,000	1154.99	23	BK	6,734	779,870,500	1158.11
TP	3,492	402,062,500	1151.38	24	HP	4,333	494,842,000	1142.03
ZP	2,760	317,119,000	1148.98	25	BQ	3,784	437,447,500	1156.05
FZ	2,700	307,850,000	1140.19	26	BR	3,500	402,750,000	1150.71
XA	2,295	263,868,500	1149.75	27	AI	3,426	392,066,000	1144.38
BQ	2,030	231,999,000	1142.85	28	AZ	2,370	273,501,500	1154.01
YB	1,678	195,021,000	1162.22	29	FZ	2,016	231,323,000	1147.44
DH	1,421	163,500,000	1150.60	30	ES	2,000	230,000,000	1150.00
AT	873	99,574,500	1140.60	31	XA	1,600	184,284,500	1151.78
AO	847	96,755,500	1142.33	32	DH	1,400	161,295,000	1152.11
KI	825	95,067,500	1152.33	33	TP	985	112,381,500	1140.93
YJ	569	65,360,500	1148.69	34	KI	535	62,250,500	1163.56
AG	531	60,562,000	1140.53	35	ZP	509	58,414,500	1147.63
BR	500	57,500,000	1150.00	36	IH	500	56,750,000	1135.00
RO	316	36,553,000	1156.74	37	SF	443	50,280,500	1135.00
LS	312	35,633,000	1142.08	38	AT	279	31,972,500	1145.97
DX	259	30,147,500	1164.00	39	RO	270	31,102,500	1151.94
CD	191	22,108,500	1157.51	40	YJ	255	29,871,000	1171.41
IF	101	11,701,000	1158.51	41	AG	100	11,602,000	1160.20
PC	53	6,021,000	1136.04	42	IF	82	9,517,000	1160.61
IU	40	4,560,000	1140.00	43	RG	77	8,893,500	1155.00
SA	30	3,480,000	1160.00	44	DX	70	7,945,000	1135.00
AF	20	2,310,000	1155.00	45	PC	50	5,800,000	1160.00
MU	17	1,943,500	1143.24	46	PF	36	4,161,500	1155.97
PF	16	1,842,500	1151.56	47	RB	15	1,710,500	1140.33
AI	16	1,835,000	1146.88	48	MU	5	581,500	1163.00
PG	14	1,623,000	1159.29	49	 	 	 	 
QA	11	1,256,000	1141.82	50	 	 	 	 
SF	10	1,152,500	1152.50	51	 	 	 	 
IH	3	347,000	1156.67	52	 	 	 	 
HD	1	114,000	1140.00	53	 	 	 	 
