CDIAToBrokerCode	CDIA	Start	2026-02-05	End	2026-02-05	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	185,748	20,555,192,500	1106.62	1	CC	148,839	16,408,224,500	1102.41
CC	148,258	16,402,425,500	1106.34	2	XL	122,876	13,562,805,500	1103.78
AK	129,620	14,332,625,500	1105.74	3	NI	87,517	9,655,266,500	1103.24
AO	67,570	7,498,871,000	1109.79	4	AK	56,800	6,278,285,500	1105.33
CP	58,120	6,426,716,500	1105.77	5	XC	55,942	6,175,158,000	1103.85
YP	56,509	6,237,821,000	1103.86	6	PD	51,887	5,736,033,000	1105.49
XC	50,858	5,596,956,000	1100.51	7	GR	46,138	5,106,706,000	1106.83
PD	44,337	4,893,834,000	1103.78	8	CP	45,409	5,000,536,000	1101.22
YB	37,450	4,144,410,500	1106.65	9	AO	38,657	4,306,182,500	1113.95
NI	36,324	4,006,163,000	1102.90	10	YP	38,490	4,256,945,500	1105.99
SQ	27,983	3,105,720,500	1109.86	11	BK	37,478	4,154,101,000	1108.41
YJ	27,281	3,005,542,000	1101.70	12	DR	30,884	3,410,520,000	1104.30
BK	24,127	2,668,891,500	1106.18	13	YJ	27,513	3,053,919,500	1109.99
GR	20,097	2,221,048,000	1105.16	14	YU	25,743	2,855,742,500	1109.33
AZ	19,644	2,158,578,500	1098.85	15	SQ	25,034	2,768,519,500	1105.90
KK	16,964	1,871,918,000	1103.46	16	AZ	22,638	2,507,149,000	1107.50
ZP	11,914	1,302,795,000	1093.50	17	YB	18,960	2,113,903,000	1114.93
HP	10,259	1,128,258,000	1099.77	18	DH	18,668	2,056,438,500	1101.58
OD	8,754	968,800,000	1106.69	19	LG	18,555	2,044,661,500	1101.95
DH	7,261	805,363,000	1109.16	20	CD	16,902	1,863,836,500	1102.73
KI	6,451	704,934,500	1092.75	21	DP	16,879	1,859,129,500	1101.45
EP	5,888	648,427,500	1101.27	22	KK	15,542	1,723,260,500	1108.78
XA	4,575	507,610,000	1109.53	23	OD	13,901	1,542,930,500	1109.94
MG	4,124	452,317,500	1096.79	24	KI	12,619	1,397,653,500	1107.58
HD	4,100	450,700,000	1099.27	25	BQ	9,175	1,010,683,000	1101.56
YU	4,049	450,279,500	1112.08	26	MG	5,358	588,886,000	1099.08
TP	3,224	355,604,500	1102.99	27	ZP	5,243	581,704,000	1109.49
DX	3,151	342,927,000	1088.31	28	XA	5,147	574,047,500	1115.31
BQ	2,941	326,022,500	1108.54	29	EP	4,834	536,107,000	1109.03
DR	2,824	312,598,000	1106.93	30	TP	4,673	514,196,000	1100.36
LG	2,477	272,368,500	1099.59	31	HP	3,355	371,251,000	1106.56
ES	2,001	220,110,000	1100.00	32	DX	3,320	370,196,000	1115.05
IF	1,560	172,535,500	1106.00	33	LS	2,350	256,650,000	1092.13
AT	1,520	166,976,000	1098.53	34	FZ	1,725	189,301,500	1097.40
RG	1,290	142,545,000	1105.00	35	HD	1,561	172,505,500	1105.10
FZ	1,223	133,674,500	1093.00	36	IN	1,240	136,515,000	1100.93
AI	1,172	128,968,500	1100.41	37	FS	1,205	131,960,000	1095.10
IU	1,030	114,132,500	1108.08	38	ZR	1,020	113,224,000	1110.04
BS	1,000	110,500,000	1105.00	39	IU	1,005	111,400,000	1108.46
FS	900	99,150,000	1101.67	40	AT	809	89,710,000	1108.90
AG	727	81,042,500	1114.75	41	SH	800	89,200,000	1115.00
RO	709	77,753,500	1096.66	42	AI	708	78,736,000	1112.09
ID	650	72,100,000	1109.23	43	OK	400	44,600,000	1115.00
SF	508	56,026,500	1102.88	44	AG	383	42,762,000	1116.50
PC	461	50,494,500	1095.33	45	BR	300	33,300,000	1110.00
TS	400	44,000,000	1100.00	46	RG	230	25,155,000	1093.70
CD	268	29,418,500	1097.71	47	MU	156	17,387,000	1114.55
IN	200	22,200,000	1110.00	48	SF	91	10,146,500	1115.00
MU	121	13,327,000	1101.40	49	PI	55	6,077,500	1105.00
RF	109	11,663,000	1070.00	50	RO	50	5,600,000	1120.00
PG	100	11,100,000	1110.00	51	SA	50	5,325,000	1065.00
LS	101	11,057,000	1094.75	52	IF	28	3,091,000	1103.93
SA	60	6,600,000	1100.00	53	PC	10	1,105,000	1105.00
PI	55	5,995,000	1090.00	54	QA	3	327,000	1090.00
RS	50	5,575,000	1115.00	55	 	 	 	 
AN	50	5,500,000	1100.00	56	 	 	 	 
QA	8	892,500	1115.63	57	 	 	 	 
