CUANToBrokerCode	CUAN	Start	2026-02-04	End	2026-02-04	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	240,545	41,193,198,500	1712.49	1	XL	222,365	38,078,164,000	1712.42
AK	79,989	13,728,563,500	1716.31	2	CC	118,741	20,264,241,000	1706.59
CC	76,267	13,012,020,000	1706.11	3	AK	117,176	20,030,036,000	1709.40
YP	62,724	10,728,821,500	1710.48	4	YP	56,416	9,701,854,500	1719.70
NI	58,509	10,046,920,500	1717.16	5	PD	54,919	9,364,448,000	1705.14
XC	47,221	8,091,761,000	1713.59	6	AZ	42,176	7,231,282,000	1714.55
AZ	41,724	7,129,089,000	1708.63	7	XA	40,117	6,906,920,000	1721.69
PD	40,932	6,991,647,500	1708.11	8	XC	37,003	6,340,624,000	1713.54
XA	40,242	6,922,442,500	1720.20	9	CP	25,932	4,434,704,500	1710.13
SQ	36,430	6,244,974,000	1714.24	10	KK	23,826	4,081,124,000	1712.89
KK	28,843	4,912,240,000	1703.10	11	LG	18,278	3,127,179,000	1710.90
CP	23,068	3,947,422,500	1711.21	12	SQ	18,072	3,106,385,500	1718.89
OD	21,518	3,677,769,500	1709.16	13	YU	18,256	3,099,600,000	1697.85
ZP	20,887	3,573,491,000	1710.87	14	ZP	16,465	2,800,368,000	1700.80
BQ	18,144	3,124,921,000	1722.29	15	BQ	14,651	2,524,474,000	1723.07
EP	12,776	2,173,318,000	1701.09	16	NI	14,534	2,494,716,500	1716.47
YU	9,437	1,631,606,500	1728.95	17	EP	13,992	2,397,183,500	1713.25
LG	7,274	1,255,057,000	1725.40	18	BK	10,551	1,803,062,500	1708.90
MG	7,349	1,250,729,000	1701.90	19	HD	7,584	1,295,937,500	1708.78
HD	7,216	1,234,859,500	1711.28	20	YB	7,475	1,275,869,500	1706.85
DH	7,191	1,225,711,000	1704.51	21	MG	6,626	1,131,081,000	1707.03
TP	5,886	1,005,099,500	1707.61	22	DH	6,073	1,049,562,500	1728.24
YB	5,791	1,001,185,000	1728.86	23	TP	5,660	974,151,000	1721.11
YJ	5,344	906,189,500	1695.71	24	DR	5,634	963,668,000	1710.45
DR	5,058	865,303,500	1710.76	25	AG	5,315	926,434,000	1743.06
AG	4,617	796,712,500	1725.61	26	YJ	4,914	844,483,000	1718.52
GR	3,913	664,058,000	1697.06	27	OD	4,730	810,304,500	1713.12
HP	3,559	607,152,500	1705.96	28	GR	4,251	727,083,500	1710.38
AI	3,538	597,371,500	1688.44	29	HP	3,617	614,467,000	1698.83
AO	3,053	521,029,000	1706.61	30	AT	3,515	596,218,000	1696.21
ID	2,504	424,046,500	1693.48	31	AO	3,100	531,561,500	1714.71
ES	2,251	380,056,000	1688.39	32	ES	2,415	409,123,000	1694.09
CD	2,170	368,806,500	1699.57	33	ID	2,198	377,333,500	1716.71
IF	2,048	349,280,000	1705.47	34	SH	2,158	368,722,000	1708.63
SH	2,008	341,368,000	1700.04	35	CD	2,055	349,387,500	1700.18
FS	1,127	192,022,500	1703.84	36	LS	1,633	286,492,000	1754.39
BK	1,026	174,957,500	1705.24	37	FS	1,627	282,526,500	1736.49
II	1,000	170,500,000	1705.00	38	RO	1,332	231,043,000	1734.56
RF	1,000	168,500,000	1685.00	39	DX	756	128,620,500	1701.33
AT	901	153,799,000	1706.98	40	KI	652	111,548,500	1710.87
PF	720	121,680,000	1690.00	41	PC	500	86,800,000	1736.00
FZ	666	113,734,000	1707.72	42	IU	300	51,400,000	1713.33
KI	647	110,414,500	1706.56	43	IF	299	51,302,500	1715.80
IU	600	102,400,000	1706.67	44	AI	209	35,696,500	1707.97
PC	200	33,850,000	1692.50	45	IT	175	29,750,000	1700.00
BR	180	30,600,000	1700.00	46	SA	100	17,150,000	1715.00
PG	150	25,275,000	1685.00	47	SF	69	11,604,000	1681.74
IH	100	16,850,000	1685.00	48	RG	20	3,435,000	1717.50
DX	72	12,433,500	1726.88	49	IH	13	2,262,000	1740.00
RG	40	6,765,000	1691.25	50	QA	7	1,199,500	1713.57
LS	12	2,069,000	1724.17	51	IN	5	875,000	1750.00
JB	10	1,692,500	1692.50	52	JB	5	860,000	1720.00
QA	8	1,375,000	1718.75	53	 	 	 	 
IN	5	840,000	1680.00	54	 	 	 	 
RB	1	171,000	1710.00	55	 	 	 	 
SF	1	169,500	1695.00	56	 	 	 	 
