CUANToBrokerCode	CUAN	Start	2026-02-03	End	2026-02-03	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	534,705	87,717,025,500	1640.48	1	XL	561,744	91,646,388,000	1631.46
CC	389,598	64,304,260,500	1650.53	2	CC	276,914	45,455,501,000	1641.50
AK	195,935	32,034,650,000	1634.96	3	AK	164,674	27,422,360,500	1665.25
YP	146,781	23,982,696,000	1633.91	4	YP	138,074	22,507,054,000	1630.07
PD	92,689	15,292,950,500	1649.92	5	XC	80,251	13,227,757,500	1648.30
CP	49,486	8,125,775,000	1642.04	6	PD	77,163	12,681,623,500	1643.49
BQ	45,018	7,370,008,000	1637.12	7	BK	67,349	11,100,701,000	1648.24
XC	42,692	6,986,451,500	1636.48	8	CP	54,978	9,033,635,000	1643.14
BK	42,325	6,983,799,000	1650.04	9	KK	47,963	7,907,765,500	1648.72
YB	34,268	5,688,267,500	1659.94	10	ZP	46,785	7,702,207,000	1646.30
KK	34,907	5,632,376,500	1613.54	11	SQ	41,629	6,972,256,500	1674.86
AZ	33,429	5,487,572,500	1641.56	12	OD	40,023	6,636,654,000	1658.21
NI	29,437	4,852,395,500	1648.40	13	NI	38,989	6,418,784,500	1646.31
HD	26,485	4,329,826,500	1634.82	14	HD	28,949	4,740,567,500	1637.56
LG	23,979	3,946,658,000	1645.88	15	BQ	27,670	4,476,466,000	1617.80
SQ	23,801	3,941,407,000	1655.98	16	YU	25,099	4,104,460,500	1635.31
HP	22,922	3,770,647,000	1644.99	17	GR	19,492	3,204,368,000	1643.94
GR	21,723	3,557,247,000	1637.55	18	EP	19,103	3,143,023,500	1645.30
EP	18,258	2,971,011,500	1627.24	19	YB	19,099	3,125,519,500	1636.48
ZP	18,108	2,968,287,500	1639.21	20	TP	17,115	2,821,944,500	1648.81
YU	17,480	2,903,674,000	1661.14	21	AZ	16,573	2,732,146,000	1648.55
MG	14,474	2,341,490,500	1617.72	22	MG	16,744	2,687,710,500	1605.18
OD	12,842	2,099,500,500	1634.87	23	LG	15,810	2,608,724,000	1650.05
DH	12,035	1,969,556,500	1636.52	24	DR	13,263	2,209,234,500	1665.71
DR	10,819	1,796,694,500	1660.68	25	KI	12,353	2,040,552,000	1651.87
BR	9,156	1,496,426,500	1634.37	26	DH	11,590	1,906,359,500	1644.83
YJ	8,621	1,427,167,000	1655.45	27	KZ	10,459	1,738,818,500	1662.51
CD	5,542	919,031,000	1658.30	28	HP	10,277	1,696,591,500	1650.86
RX	5,214	868,131,000	1665.00	29	BR	9,004	1,471,647,000	1634.44
IN	4,413	716,906,000	1624.53	30	XA	8,525	1,420,454,000	1666.22
AG	4,175	706,537,500	1692.31	31	YJ	5,384	901,379,500	1674.18
ES	3,676	594,594,000	1617.50	32	IN	4,418	720,069,500	1629.85
XA	3,253	525,257,500	1614.69	33	AT	3,705	612,343,500	1652.75
IF	3,159	507,079,000	1605.19	34	FS	3,600	594,800,000	1652.22
TP	2,824	450,825,000	1596.41	35	ES	3,500	578,550,500	1653.00
AT	2,335	379,098,000	1623.55	36	AI	3,494	573,267,000	1640.72
BB	2,125	353,810,000	1664.99	37	LS	3,133	516,776,000	1649.46
AO	1,717	285,990,000	1665.64	38	CD	2,694	448,670,000	1665.44
RO	1,600	266,425,000	1665.16	39	AG	2,626	436,581,000	1662.53
KI	1,588	263,813,500	1661.29	40	IF	2,592	425,021,000	1639.74
LS	1,601	250,160,500	1562.53	41	AO	1,769	295,879,500	1672.58
FS	1,500	247,587,000	1650.58	42	SH	1,436	240,084,000	1671.89
DX	1,073	177,487,000	1654.12	43	MI	1,000	167,500,000	1675.00
MI	1,000	162,000,000	1620.00	44	ID	756	117,936,000	1560.00
ID	713	116,932,000	1640.00	45	PF	600	102,600,000	1710.00
AI	684	108,740,500	1589.77	46	RO	610	101,400,000	1662.30
SH	436	70,712,000	1621.83	47	SS	500	85,250,000	1705.00
RG	378	58,722,000	1553.49	48	DX	419	69,711,000	1663.75
IU	250	41,787,500	1671.50	49	RG	414	67,986,500	1642.19
FZ	201	33,265,500	1655.00	50	MU	300	50,750,000	1691.67
IT	100	16,400,000	1640.00	51	GA	260	42,510,000	1635.00
SF	79	13,009,000	1646.71	52	ZR	220	35,750,000	1625.00
QA	66	10,849,500	1643.86	53	FZ	203	33,240,500	1637.46
PC	35	5,810,000	1660.00	54	IU	100	16,500,000	1650.00
MU	31	4,650,000	1500.00	55	SA	100	16,200,000	1620.00
JB	1	165,000	1650.00	56	JB	86	14,576,000	1694.88
 	 	 	 	57	PG	50	8,337,500	1667.50
 	 	 	 	58	AR	30	4,980,000	1660.00
 	 	 	 	59	QA	30	4,801,500	1600.50
 	 	 	 	60	PC	26	4,451,500	1712.12
 	 	 	 	61	IT	25	4,250,000	1700.00
 	 	 	 	62	AN	1	170,000	1700.00
