CUANToBrokerCode	CUAN	Start	2026-01-28	End	2026-01-28	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	280,851	43,532,398,000	1550.02	1	XL	261,793	40,825,388,000	1559.45
CC	212,664	32,925,319,500	1548.23	2	PD	203,019	31,208,011,000	1537.20
AK	176,934	27,518,499,500	1555.30	3	AK	164,786	25,718,338,000	1560.71
YP	130,427	20,057,069,000	1537.80	4	YP	127,135	19,771,071,000	1555.12
ZP	126,217	19,729,688,500	1563.16	5	CC	116,964	18,174,548,500	1553.86
OD	83,519	12,798,592,500	1532.42	6	YJ	108,426	16,451,044,500	1517.26
DX	82,162	12,721,270,000	1548.32	7	YU	92,970	14,156,022,500	1522.64
PD	79,892	12,359,861,500	1547.07	8	CP	68,772	10,712,841,000	1557.73
BK	74,434	11,557,075,000	1552.66	9	LG	65,347	9,925,258,000	1518.85
YB	60,749	9,233,452,500	1519.93	10	YB	62,715	9,857,422,500	1571.78
MG	52,753	8,033,610,000	1522.87	11	MG	59,172	9,153,283,500	1546.89
YU	50,401	7,740,646,000	1535.81	12	IF	55,488	8,454,408,000	1523.65
XC	47,900	7,412,323,000	1547.46	13	BK	44,625	6,956,309,500	1558.84
SQ	44,567	6,907,316,000	1549.87	14	HP	42,304	6,520,979,000	1541.46
CP	43,361	6,620,203,000	1526.76	15	XC	39,157	6,054,607,500	1546.24
HP	35,124	5,639,448,500	1605.58	16	SQ	37,511	5,762,158,500	1536.13
KK	28,417	4,403,716,000	1549.68	17	BB	26,500	4,037,671,000	1523.65
NI	24,787	3,841,137,500	1549.66	18	KK	23,009	3,585,897,000	1558.48
EP	15,718	2,441,446,500	1553.28	19	EP	21,778	3,410,715,500	1566.13
YJ	14,670	2,274,275,500	1550.29	20	KI	15,489	2,491,197,000	1608.37
DR	14,402	2,221,377,000	1542.41	21	NI	15,156	2,354,025,000	1553.20
LG	13,744	2,130,560,500	1550.17	22	ZP	14,321	2,227,979,500	1555.74
XA	13,072	1,997,004,500	1527.70	23	OD	13,907	2,156,418,500	1550.60
TP	12,589	1,953,916,000	1552.08	24	BQ	13,492	2,104,627,000	1559.91
KI	11,609	1,764,579,000	1520.01	25	FZ	10,640	1,655,419,000	1555.84
GR	10,155	1,561,388,000	1537.56	26	DR	9,682	1,508,719,000	1558.27
FZ	10,100	1,530,250,000	1515.10	27	CD	9,741	1,489,164,500	1528.76
CD	9,835	1,503,334,500	1528.56	28	XA	8,889	1,400,270,000	1575.28
BQ	8,689	1,345,255,000	1548.23	29	GR	8,767	1,352,346,000	1542.54
DH	7,247	1,114,397,000	1537.74	30	DH	7,555	1,161,611,000	1537.54
RX	6,973	1,090,950,500	1564.54	31	RF	7,245	1,106,967,500	1527.91
IF	6,834	1,083,192,500	1585.01	32	PC	6,435	999,458,500	1553.16
AI	4,861	756,991,500	1557.28	33	AZ	6,319	976,822,500	1545.85
PC	4,255	663,052,500	1558.29	34	AT	5,727	892,309,500	1558.07
AO	3,894	597,396,500	1534.15	35	AG	5,605	863,620,000	1540.80
AZ	2,508	388,922,500	1550.73	36	AI	4,527	691,965,500	1528.53
FS	1,500	238,375,000	1589.17	37	ES	3,975	607,900,000	1529.31
AT	1,530	237,640,000	1553.20	38	TP	3,955	605,978,500	1532.18
PF	1,036	161,850,500	1562.26	39	ID	3,705	575,391,500	1553.01
AG	1,010	155,478,000	1539.39	40	HD	3,650	563,752,500	1544.53
SS	985	150,705,000	1530.00	41	AO	3,047	478,132,500	1569.19
SH	660	102,120,000	1547.27	42	PG	3,000	461,500,000	1538.33
AN	500	78,500,000	1570.00	43	RO	2,201	335,153,000	1522.73
RF	350	53,025,000	1515.00	44	DX	2,038	311,729,500	1529.59
DD	300	48,662,000	1622.07	45	EL	1,900	287,850,000	1515.00
LS	310	47,167,500	1521.53	46	AN	1,000	156,000,000	1560.00
IU	250	37,950,000	1518.00	47	SH	850	134,550,000	1582.94
ID	230	35,035,000	1523.26	48	PO	670	102,570,000	1530.90
SA	225	34,300,000	1524.44	49	PF	536	84,606,000	1578.47
RO	215	32,913,500	1530.86	50	LS	250	39,180,000	1567.20
HD	200	30,945,000	1547.25	51	IU	250	38,350,000	1534.00
ES	150	22,837,500	1522.50	52	RB	182	28,896,000	1587.69
BS	100	15,900,000	1590.00	53	RG	115	17,752,500	1543.70
QA	104	15,829,500	1522.07	54	AF	50	7,650,000	1530.00
RB	100	15,150,000	1515.00	55	MI	15	2,287,500	1525.00
RG	70	10,620,000	1517.14	56	JB	10	1,545,000	1545.00
PG	60	9,140,000	1523.33	57	SF	2	328,000	1640.00
MU	50	7,725,000	1545.00	58	QA	2	303,000	1515.00
AF	50	7,575,000	1515.00	59	 	 	 	 
IH	20	3,030,000	1515.00	60	 	 	 	 
JB	20	3,030,000	1515.00	61	 	 	 	 
PO	20	3,030,000	1515.00	62	 	 	 	 
DU	7	1,081,500	1545.00	63	 	 	 	 
SF	2	311,000	1555.00	64	 	 	 	 
BR	2	307,000	1535.00	65	 	 	 	 
IN	1	151,500	1515.00	66	 	 	 	 
