CUANToBrokerCode	CUAN	Start	2026-01-07	End	2026-01-07	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	174,081	36,871,197,000	2118.05	1	XL	157,766	33,588,061,000	2128.98
CC	122,284	25,912,657,000	2119.06	2	PD	111,599	23,492,953,000	2105.12
OD	71,240	15,079,272,000	2116.69	3	YP	108,421	23,036,859,000	2124.76
XC	67,755	14,391,910,000	2124.11	4	AZ	98,543	20,782,760,000	2109.00
YP	63,024	13,326,275,000	2114.48	5	CC	77,752	16,562,486,000	2130.17
ZP	54,919	11,520,790,000	2097.78	6	AK	61,651	13,192,997,000	2139.95
SQ	50,567	10,686,783,000	2113.39	7	LG	50,768	10,752,941,000	2118.05
PD	46,350	9,816,717,000	2117.95	8	RX	50,000	10,494,690,000	2098.94
AK	45,699	9,701,337,000	2122.88	9	TP	40,934	8,584,162,000	2097.07
KK	45,122	9,542,061,000	2114.72	10	XC	30,882	6,515,006,000	2109.65
AZ	36,730	7,814,087,000	2127.44	11	NI	29,759	6,250,934,000	2100.52
LG	22,854	4,854,364,000	2124.08	12	YU	27,232	5,755,875,000	2113.64
GA	22,500	4,798,500,000	2132.67	13	ZP	20,861	4,427,844,000	2122.55
BB	21,634	4,582,946,000	2118.40	14	CP	20,714	4,376,210,000	2112.68
NI	20,813	4,411,964,000	2119.81	15	XA	20,105	4,209,873,000	2093.94
TP	20,473	4,403,754,000	2151.01	16	HP	16,979	3,592,814,000	2116.03
XA	17,541	3,670,207,000	2092.36	17	IF	15,552	3,300,902,000	2122.49
CP	15,341	3,244,914,000	2115.19	18	KK	15,423	3,289,124,000	2132.61
AI	13,200	2,818,021,000	2134.86	19	EP	13,781	2,945,766,000	2137.56
YJ	10,224	2,187,462,000	2139.54	20	DR	10,018	2,131,581,000	2127.75
PO	10,049	2,128,867,000	2118.49	21	GA	10,000	2,100,000,000	2100.00
EP	8,783	1,861,418,000	2119.34	22	YB	8,529	1,808,542,000	2120.46
DR	8,162	1,725,641,000	2114.24	23	MG	8,177	1,754,179,000	2145.26
RX	8,039	1,672,112,000	2080.00	24	SQ	7,704	1,639,171,000	2127.69
GR	7,074	1,504,088,000	2126.22	25	OD	6,056	1,284,210,000	2120.56
IF	5,214	1,099,045,000	2107.87	26	ES	4,800	1,012,800,000	2110.00
DH	4,566	967,265,000	2118.41	27	CD	4,479	941,436,000	2101.89
HP	4,510	957,733,000	2123.58	28	GR	4,276	909,310,000	2126.54
BQ	4,131	877,383,000	2123.90	29	YJ	1,877	400,162,000	2131.92
MG	4,054	855,140,000	2109.37	30	AO	1,631	351,534,000	2155.33
YB	3,988	847,681,000	2125.58	31	BQ	1,603	338,617,000	2112.40
CD	3,918	828,108,000	2113.60	32	PC	1,500	321,000,000	2140.00
PC	3,537	752,921,000	2128.70	33	HD	1,460	314,010,000	2150.75
YU	3,410	731,849,000	2146.18	34	KI	1,044	219,230,000	2099.90
KI	3,440	723,082,000	2101.98	35	DH	947	199,798,000	2109.80
DX	3,175	670,109,000	2110.58	36	ID	800	170,405,000	2130.06
BK	2,722	571,953,000	2101.22	37	DX	790	167,320,000	2117.97
PG	2,240	476,900,000	2129.02	38	FS	720	149,770,000	2080.14
RO	2,150	447,200,000	2080.00	39	AI	591	123,900,000	2096.45
AT	1,736	366,115,000	2108.96	40	BK	444	94,966,000	2138.87
SS	1,590	333,890,000	2099.94	41	PO	450	93,600,000	2080.00
LS	1,474	307,816,000	2088.30	42	BB	393	81,744,000	2080.00
ES	1,124	235,706,000	2097.03	43	RG	383	80,014,000	2089.14
MU	907	194,730,000	2146.97	44	AT	367	76,772,000	2091.88
ZR	753	158,719,000	2107.82	45	AG	289	61,595,000	2131.31
HD	674	142,612,000	2115.91	46	MI	118	25,252,000	2140.00
AO	646	138,399,000	2142.40	47	IU	100	21,300,000	2130.00
PF	610	128,040,000	2099.02	48	ZR	70	14,750,000	2107.14
BR	604	127,453,000	2110.15	49	RF	50	10,400,000	2080.00
RF	529	110,862,000	2095.69	50	FZ	34	7,072,000	2080.00
AR	430	90,960,000	2115.35	51	LS	26	5,433,000	2089.62
AG	367	77,375,000	2108.31	52	SH	25	5,275,000	2110.00
IU	280	60,200,000	2150.00	53	IN	7	1,526,000	2180.00
BS	225	47,300,000	2102.22	54	SF	1	214,000	2140.00
IH	205	42,820,000	2088.78	55	 	 	 	 
RG	170	36,075,000	2122.06	56	 	 	 	 
JB	100	21,000,000	2100.00	57	 	 	 	 
TS	100	21,000,000	2100.00	58	 	 	 	 
AP	90	19,310,000	2145.56	59	 	 	 	 
SH	83	17,660,000	2127.71	60	 	 	 	 
QA	69	14,520,000	2104.35	61	 	 	 	 
FZ	50	10,730,000	2146.00	62	 	 	 	 
ID	50	10,520,000	2104.00	63	 	 	 	 
AF	30	6,240,000	2080.00	64	 	 	 	 
TF	25	5,410,000	2164.00	65	 	 	 	 
RB	20	4,230,000	2115.00	66	 	 	 	 
SF	12	2,540,000	2116.67	67	 	 	 	 
AN	8	1,702,000	2127.50	68	 	 	 	 
FS	5	1,070,000	2140.00	69	 	 	 	 
RS	2	428,000	2140.00	70	 	 	 	 
